activity_id,asset_id,timestamp,event_count,log_sources_active,network_events,authentication_events,status
ACT12340,AST08251,2026-08-03 04:00:00,682,5,146,118,Normal
ACT12341,AST14624,2026-09-09 23:00:00,725,6,127,96,Normal
ACT12342,AST23094,2026-09-01 19:00:00,319,7,143,13,Normal
ACT12343,AST08568,2026-08-26 18:00:00,759,7,250,124,Normal
ACT12344,AST20075,2026-08-04 19:00:00,447,2,182,30,Normal
ACT12345,AST21403,2026-08-05 12:00:00,492,3,124,23,Normal
ACT12346,AST09314,2026-08-22 07:00:00,784,2,222,66,Normal
ACT12347,AST03603,2026-08-19 13:00:00,571,5,220,74,Normal
ACT12348,AST19314,2026-09-04 10:00:00,143,2,35,18,Normal
ACT12349,AST02323,2026-08-28 00:00:00,369,3,118,20,Normal
ACT12350,AST06411,2026-08-31 01:00:00,592,8,148,59,Normal
ACT12351,AST03970,2026-09-01 22:00:00,1373,8,608,217,Normal
ACT12352,AST01159,2026-08-07 23:00:00,953,5,235,69,Normal
ACT12353,AST02008,2026-08-29 02:00:00,996,8,206,130,Normal
ACT12354,AST23458,2026-08-12 13:00:00,327,5,90,19,Normal
ACT12355,AST16015,2026-09-05 18:00:00,380,4,63,13,Normal
ACT12356,AST05760,2026-08-11 01:00:00,590,2,216,100,Normal
ACT12357,AST20175,2026-08-26 17:00:00,907,7,404,141,Normal
ACT12358,AST19556,2026-09-08 23:00:00,399,3,172,61,Normal
ACT12359,AST05667,2026-08-15 08:00:00,232,7,92,20,Normal
ACT12360,AST15017,2026-09-04 14:00:00,837,7,370,98,Normal
ACT12361,AST00815,2026-08-18 15:00:00,1088,8,220,81,Normal
ACT12362,AST01333,2026-09-06 07:00:00,510,7,192,21,Normal
ACT12363,AST11676,2026-08-07 00:00:00,491,2,102,81,Normal
ACT12364,AST15421,2026-08-12 22:00:00,497,3,137,44,Normal
ACT12365,AST15027,2026-08-23 15:00:00,734,4,315,87,Normal
ACT12366,AST11418,2026-08-07 09:00:00,642,7,136,77,Normal
ACT12367,AST03133,2026-08-23 23:00:00,602,6,168,58,Normal
ACT12368,AST01599,2026-08-10 15:00:00,1849,7,491,198,Normal
ACT12369,AST00492,2026-08-17 22:00:00,346,5,94,31,Normal
ACT12370,AST15827,2026-08-14 06:00:00,1388,4,613,249,Normal
ACT12371,AST24151,2026-09-07 21:00:00,656,4,155,46,Normal
ACT12372,AST13400,2026-08-19 00:00:00,1104,7,483,68,Normal
ACT12373,AST06723,2026-08-12 10:00:00,636,5,203,89,Normal
ACT12374,AST21320,2026-08-11 14:00:00,564,5,145,42,Normal
ACT12375,AST05047,2026-09-07 00:00:00,1495,7,541,187,Normal
ACT12376,AST23711,2026-08-20 11:00:00,765,8,202,113,Normal
ACT12377,AST07914,2026-09-01 02:00:00,270,8,108,10,Normal
ACT12378,AST06883,2026-09-07 21:00:00,767,3,194,67,Normal
ACT12379,AST06090,2026-08-26 04:00:00,561,2,244,25,Normal
ACT12380,AST17344,2026-08-23 11:00:00,530,8,112,34,Normal
ACT12381,AST21932,2026-08-04 07:00:00,553,8,158,46,Normal
ACT12382,AST08713,2026-08-28 17:00:00,384,2,121,53,Normal
ACT12383,AST13324,2026-08-11 04:00:00,783,5,147,86,Normal
ACT12384,AST02951,2026-09-06 17:00:00,315,8,79,45,Normal
ACT12385,AST22970,2026-09-07 05:00:00,421,2,110,34,Normal
ACT12386,AST20276,2026-09-09 21:00:00,884,7,313,136,Normal
ACT12387,AST16803,2026-09-07 01:00:00,432,7,117,72,Normal
ACT12388,AST15923,2026-09-09 17:00:00,547,8,145,44,Normal
ACT12389,AST20597,2026-08-02 01:00:00,614,4,207,44,Normal
ACT12390,AST20859,2026-08-18 19:00:00,689,5,190,78,Normal
ACT12391,AST11004,2026-08-13 18:00:00,544,6,127,16,Normal
ACT12392,AST09644,2026-08-19 09:00:00,567,6,172,23,Normal
ACT12393,AST22486,2026-09-06 13:00:00,943,8,216,82,Normal
ACT12394,AST06865,2026-09-02 17:00:00,1138,5,442,166,Normal
ACT12395,AST10758,2026-08-03 11:00:00,529,4,173,82,Normal
ACT12396,AST00871,2026-08-23 13:00:00,1361,7,262,116,Normal
ACT12397,AST20079,2026-09-04 22:00:00,685,4,270,85,Normal
ACT12398,AST18416,2026-09-01 15:00:00,1340,2,213,112,Normal
ACT12399,AST00437,2026-08-16 11:00:00,974,7,262,69,Normal
ACT12400,AST04434,2026-08-22 10:00:00,498,3,87,22,Normal
ACT12401,AST15611,2026-08-09 14:00:00,424,3,152,63,Normal
ACT12402,AST19373,2026-08-12 22:00:00,408,2,125,65,Normal
ACT12403,AST16707,2026-08-06 19:00:00,431,4,157,68,Normal
ACT12404,AST02725,2026-08-25 08:00:00,999,7,197,114,Normal
ACT12405,AST12045,2026-08-30 03:00:00,1222,4,287,138,Normal
ACT12406,AST03332,2026-08-12 12:00:00,438,6,105,31,Normal
ACT12407,AST08659,2026-08-23 07:00:00,650,8,112,37,Normal
ACT12408,AST22752,2026-09-03 15:00:00,1199,2,388,97,Normal
ACT12409,AST17951,2026-09-05 05:00:00,613,4,197,36,Normal
ACT12410,AST00933,2026-08-30 20:00:00,476,7,157,61,Normal
ACT12411,AST24437,2026-08-01 19:00:00,396,2,101,25,Normal
ACT12412,AST24190,2026-08-06 04:00:00,573,7,125,80,Normal
ACT12413,AST24791,2026-08-15 22:00:00,779,3,170,103,Normal
ACT12414,AST12492,2026-08-27 23:00:00,536,3,115,91,Normal
ACT12415,AST18304,2026-08-14 20:00:00,696,3,278,92,Normal
ACT12416,AST24506,2026-08-14 17:00:00,711,3,142,81,Normal
ACT12417,AST12651,2026-08-10 12:00:00,761,4,250,133,Normal
ACT12418,AST09546,2026-08-21 10:00:00,1287,5,344,67,Normal
ACT12419,AST21197,2026-09-05 04:00:00,313,7,86,50,Normal
ACT12420,AST11653,2026-08-10 17:00:00,1430,2,545,65,Normal
ACT12421,AST05515,2026-08-26 05:00:00,976,3,235,51,Normal
ACT12422,AST16844,2026-08-07 14:00:00,783,2,207,39,Normal
ACT12423,AST21880,2026-08-08 19:00:00,724,3,299,88,Normal
ACT12424,AST23464,2026-09-09 07:00:00,1375,2,590,53,Normal
ACT12425,AST11899,2026-08-13 01:00:00,647,6,268,78,Normal
ACT12426,AST19232,2026-08-20 00:00:00,1003,4,386,66,Normal
ACT12427,AST21074,2026-08-04 06:00:00,426,5,109,55,Normal
ACT12428,AST00363,2026-08-12 01:00:00,669,7,297,37,Normal
ACT12429,AST01548,2026-08-14 21:00:00,442,4,127,21,Normal
ACT12430,AST11285,2026-08-27 04:00:00,808,5,306,113,Normal
ACT12431,AST06026,2026-08-19 08:00:00,689,8,264,87,Normal
ACT12432,AST04044,2026-08-15 01:00:00,596,4,118,54,Normal
ACT12433,AST06178,2026-09-05 01:00:00,626,3,262,47,Normal
ACT12434,AST23047,2026-08-03 03:00:00,354,8,66,27,Normal
ACT12435,AST17529,2026-08-14 03:00:00,661,7,258,66,Normal
ACT12436,AST11575,2026-09-07 11:00:00,510,5,219,49,Normal
ACT12437,AST20996,2026-08-29 06:00:00,631,4,232,76,Normal
ACT12438,AST18984,2026-08-09 11:00:00,522,3,226,84,Normal
ACT12439,AST18790,2026-08-02 23:00:00,353,6,80,48,Normal
ACT12440,AST00330,2026-08-01 13:00:00,673,6,280,89,Normal
ACT12441,AST08585,2026-09-02 15:00:00,610,8,225,104,Normal
ACT12442,AST14676,2026-08-23 10:00:00,528,6,91,85,Normal
ACT12443,AST03216,2026-08-23 04:00:00,1650,6,364,167,Normal
ACT12444,AST24695,2026-08-21 17:00:00,348,3,114,57,Normal
ACT12445,AST01747,2026-08-11 02:00:00,685,8,102,117,Normal
ACT12446,AST11497,2026-08-09 04:00:00,561,7,241,96,Normal
ACT12447,AST15347,2026-09-08 09:00:00,731,7,307,76,Normal
ACT12448,AST23526,2026-08-11 10:00:00,403,4,172,14,Normal
ACT12449,AST09669,2026-08-20 14:00:00,857,5,358,43,Normal
ACT12450,AST05819,2026-08-03 06:00:00,1079,2,226,105,Normal
ACT12451,AST23540,2026-08-31 16:00:00,795,8,322,72,Normal
ACT12452,AST11578,2026-08-02 11:00:00,262,4,44,32,Normal
ACT12453,AST05144,2026-08-12 06:00:00,842,5,371,46,Normal
ACT12454,AST20293,2026-08-10 17:00:00,482,8,190,67,Normal
ACT12455,AST18940,2026-08-30 11:00:00,552,7,92,60,Normal
ACT12456,AST17349,2026-08-01 11:00:00,0,0,0,0,Silent
ACT12457,AST20866,2026-08-04 20:00:00,729,6,294,60,Normal
ACT12458,AST19691,2026-08-22 14:00:00,613,3,161,79,Normal
ACT12459,AST15268,2026-09-09 09:00:00,332,3,131,53,Normal
ACT12460,AST02541,2026-09-09 15:00:00,1017,3,275,67,Normal
ACT12461,AST13576,2026-09-02 17:00:00,858,4,224,75,Normal
ACT12462,AST08650,2026-08-11 07:00:00,1080,6,363,162,Normal
ACT12463,AST10622,2026-08-02 07:00:00,1209,3,543,101,Normal
ACT12464,AST22124,2026-08-05 19:00:00,517,7,105,68,Normal
ACT12465,AST03072,2026-08-09 23:00:00,634,4,278,78,Normal
ACT12466,AST02231,2026-08-02 09:00:00,840,5,253,78,Normal
ACT12467,AST13151,2026-08-20 15:00:00,569,8,122,71,Normal
ACT12468,AST21256,2026-08-16 13:00:00,206,7,90,17,Normal
ACT12469,AST18326,2026-08-14 05:00:00,879,5,294,109,Normal
ACT12470,AST13717,2026-08-01 17:00:00,457,3,195,63,Normal
ACT12471,AST23961,2026-08-26 07:00:00,596,5,141,42,Normal
ACT12472,AST15204,2026-08-15 21:00:00,736,3,255,91,Normal
ACT12473,AST07066,2026-09-06 00:00:00,470,2,148,59,Normal
ACT12474,AST14855,2026-09-06 05:00:00,350,8,88,12,Normal
ACT12475,AST11141,2026-08-02 17:00:00,769,6,212,123,Normal
ACT12476,AST02757,2026-08-15 04:00:00,348,2,94,19,Normal
ACT12477,AST13397,2026-08-19 15:00:00,240,7,81,41,Normal
ACT12478,AST02708,2026-09-04 17:00:00,378,6,121,44,Normal
ACT12479,AST20653,2026-08-31 07:00:00,451,4,109,26,Normal
ACT12480,AST05061,2026-08-21 02:00:00,706,2,185,45,Normal
ACT12481,AST20048,2026-09-06 17:00:00,940,8,387,35,Normal
ACT12482,AST02907,2026-09-08 03:00:00,684,8,125,24,Normal
ACT12483,AST06559,2026-08-30 06:00:00,827,8,365,92,Normal
ACT12484,AST14572,2026-08-29 20:00:00,259,4,40,21,Normal
ACT12485,AST23620,2026-08-28 20:00:00,514,6,188,87,Normal
ACT12486,AST04208,2026-08-26 11:00:00,867,7,308,125,Normal
ACT12487,AST08694,2026-08-14 15:00:00,837,3,352,138,Normal
ACT12488,AST11850,2026-08-16 00:00:00,502,2,194,83,Normal
ACT12489,AST23655,2026-09-02 04:00:00,908,3,169,141,Normal
ACT12490,AST15724,2026-08-23 06:00:00,863,5,354,58,Normal
ACT12491,AST13338,2026-08-20 09:00:00,641,2,181,74,Normal
ACT12492,AST10775,2026-08-23 05:00:00,832,4,194,106,Normal
ACT12493,AST09893,2026-08-17 15:00:00,340,3,65,37,Normal
ACT12494,AST10146,2026-08-12 18:00:00,654,3,134,44,Normal
ACT12495,AST07794,2026-08-12 11:00:00,727,5,286,86,Normal
ACT12496,AST13022,2026-09-02 09:00:00,592,5,186,22,Normal
ACT12497,AST05780,2026-08-09 00:00:00,579,7,229,48,Normal
ACT12498,AST18733,2026-08-24 12:00:00,328,7,67,14,Normal
ACT12499,AST04735,2026-09-01 12:00:00,518,6,194,88,Normal
ACT12500,AST03959,2026-08-16 13:00:00,376,2,58,33,Normal
ACT12501,AST09658,2026-09-06 00:00:00,784,4,282,24,Normal
ACT12502,AST06872,2026-09-05 15:00:00,793,7,209,46,Normal
ACT12503,AST04825,2026-08-31 19:00:00,1031,7,377,92,Normal
ACT12504,AST16758,2026-08-10 16:00:00,317,5,119,15,Normal
ACT12505,AST02296,2026-09-02 15:00:00,735,2,223,91,Normal
ACT12506,AST09773,2026-08-14 05:00:00,759,3,154,117,Normal
ACT12507,AST05381,2026-08-13 19:00:00,1562,5,538,92,Normal
ACT12508,AST16578,2026-08-15 22:00:00,791,3,343,130,Normal
ACT12509,AST07550,2026-08-24 09:00:00,392,7,167,26,Normal
ACT12510,AST10409,2026-08-20 01:00:00,881,7,354,106,Normal
ACT12511,AST04911,2026-08-24 03:00:00,665,3,273,83,Normal
ACT12512,AST05134,2026-08-10 04:00:00,725,4,159,78,Normal
ACT12513,AST22655,2026-09-04 13:00:00,726,3,270,98,Normal
ACT12514,AST20619,2026-08-04 02:00:00,489,5,86,80,Normal
ACT12515,AST14888,2026-08-25 09:00:00,425,3,145,33,Normal
ACT12516,AST00514,2026-09-08 13:00:00,255,8,80,22,Normal
ACT12517,AST14925,2026-08-20 20:00:00,438,3,152,29,Normal
ACT12518,AST00245,2026-08-15 11:00:00,401,6,172,56,Normal
ACT12519,AST22941,2026-09-03 02:00:00,560,5,131,75,Normal
ACT12520,AST07954,2026-08-24 09:00:00,756,8,155,67,Normal
ACT12521,AST23297,2026-08-12 12:00:00,575,6,133,71,Normal
ACT12522,AST05301,2026-08-27 12:00:00,565,7,136,53,Normal
ACT12523,AST16440,2026-08-10 09:00:00,954,7,251,29,Normal
ACT12524,AST08858,2026-08-13 18:00:00,543,2,125,65,Normal
ACT12525,AST02468,2026-08-26 20:00:00,416,6,120,57,Normal
ACT12526,AST15346,2026-08-04 13:00:00,794,7,152,57,Normal
ACT12527,AST07235,2026-08-13 00:00:00,537,6,107,51,Normal
ACT12528,AST00242,2026-08-29 06:00:00,766,4,306,117,Normal
ACT12529,AST21749,2026-08-06 13:00:00,1033,5,387,98,Normal
ACT12530,AST14168,2026-08-05 20:00:00,427,2,73,67,Normal
ACT12531,AST11758,2026-08-11 14:00:00,951,3,306,32,Normal
ACT12532,AST06864,2026-08-09 07:00:00,562,2,244,69,Normal
ACT12533,AST13294,2026-08-01 09:00:00,597,3,155,102,Normal
ACT12534,AST01027,2026-08-10 11:00:00,920,3,361,95,Normal
ACT12535,AST18990,2026-08-09 02:00:00,745,6,219,93,Normal
ACT12536,AST14239,2026-08-12 01:00:00,327,5,49,33,Normal
ACT12537,AST00007,2026-08-25 08:00:00,786,7,227,69,Normal
ACT12538,AST16615,2026-08-01 05:00:00,584,4,141,90,Normal
ACT12539,AST01331,2026-08-19 12:00:00,535,5,98,58,Normal
ACT12540,AST05523,2026-08-27 11:00:00,680,8,143,31,Normal
ACT12541,AST11386,2026-08-29 08:00:00,1160,4,224,72,Normal
ACT12542,AST09884,2026-08-12 12:00:00,1836,8,594,144,Normal
ACT12543,AST08733,2026-08-12 16:00:00,603,7,263,54,Normal
ACT12544,AST07664,2026-09-02 11:00:00,582,4,99,95,Normal
ACT12545,AST05772,2026-08-21 18:00:00,1081,2,313,98,Normal
ACT12546,AST21055,2026-08-17 00:00:00,909,2,200,93,Normal
ACT12547,AST04676,2026-09-07 01:00:00,509,6,168,43,Normal
ACT12548,AST00909,2026-08-24 02:00:00,434,4,168,17,Normal
ACT12549,AST18285,2026-08-25 14:00:00,607,6,160,101,Normal
ACT12550,AST21592,2026-09-07 17:00:00,476,8,95,71,Normal
ACT12551,AST08412,2026-08-13 22:00:00,1060,6,188,143,Normal
ACT12552,AST08352,2026-08-13 05:00:00,531,2,215,79,Normal
ACT12553,AST00368,2026-09-05 11:00:00,674,4,213,39,Normal
ACT12554,AST18716,2026-09-08 15:00:00,767,4,305,136,Normal
ACT12555,AST10676,2026-08-13 15:00:00,814,5,359,84,Normal
ACT12556,AST21507,2026-08-05 23:00:00,618,6,199,43,Normal
ACT12557,AST05408,2026-08-20 16:00:00,616,4,153,56,Normal
ACT12558,AST06520,2026-08-14 02:00:00,981,5,235,60,Normal
ACT12559,AST01976,2026-08-18 09:00:00,531,5,213,70,Normal
ACT12560,AST13197,2026-08-02 20:00:00,600,8,99,41,Normal
ACT12561,AST09117,2026-09-02 08:00:00,948,8,211,102,Normal
ACT12562,AST06780,2026-09-02 00:00:00,679,8,264,85,Normal
ACT12563,AST00925,2026-08-25 05:00:00,555,5,104,97,Normal
ACT12564,AST11269,2026-09-07 14:00:00,850,5,173,90,Normal
ACT12565,AST11509,2026-08-18 00:00:00,680,2,235,99,Normal
ACT12566,AST18242,2026-08-06 23:00:00,524,7,102,85,Normal
ACT12567,AST18181,2026-09-02 17:00:00,549,7,85,70,Normal
ACT12568,AST11873,2026-09-06 13:00:00,291,8,47,17,Normal
ACT12569,AST04755,2026-08-05 15:00:00,240,7,36,38,Normal
ACT12570,AST06311,2026-09-05 20:00:00,969,3,352,113,Normal
ACT12571,AST20206,2026-09-04 01:00:00,483,3,157,18,Normal
ACT12572,AST15720,2026-09-02 14:00:00,1142,2,365,158,Normal
ACT12573,AST24984,2026-09-01 14:00:00,727,8,261,120,Normal
ACT12574,AST02627,2026-08-04 02:00:00,931,3,367,162,Normal
ACT12575,AST04841,2026-08-12 23:00:00,1364,8,295,118,Normal
ACT12576,AST06496,2026-08-24 16:00:00,990,6,331,46,Normal
ACT12577,AST19830,2026-08-21 01:00:00,749,2,172,131,Normal
ACT12578,AST16993,2026-08-23 14:00:00,592,6,174,24,Normal
ACT12579,AST14744,2026-08-12 14:00:00,988,6,195,109,Normal
ACT12580,AST05167,2026-08-15 00:00:00,536,7,133,63,Normal
ACT12581,AST06246,2026-08-03 03:00:00,724,7,264,46,Normal
ACT12582,AST11880,2026-08-09 06:00:00,955,3,385,47,Normal
ACT12583,AST16101,2026-08-15 11:00:00,391,3,83,17,Normal
ACT12584,AST22190,2026-08-16 23:00:00,1226,5,436,176,Normal
ACT12585,AST12147,2026-08-13 20:00:00,281,3,52,37,Normal
ACT12586,AST22515,2026-09-07 07:00:00,881,2,279,29,Normal
ACT12587,AST04548,2026-09-07 09:00:00,830,3,322,129,Normal
ACT12588,AST07099,2026-09-05 00:00:00,857,6,132,65,Normal
ACT12589,AST01579,2026-09-04 18:00:00,712,8,199,83,Normal
ACT12590,AST21744,2026-08-01 20:00:00,454,5,153,32,Normal
ACT12591,AST22029,2026-08-21 20:00:00,1008,7,425,93,Normal
ACT12592,AST19517,2026-08-22 11:00:00,985,5,349,173,Normal
ACT12593,AST04535,2026-08-24 15:00:00,653,3,276,33,Normal
ACT12594,AST10969,2026-09-02 03:00:00,582,6,143,67,Normal
ACT12595,AST03743,2026-08-03 19:00:00,806,8,179,118,Normal
ACT12596,AST03074,2026-09-01 14:00:00,316,3,140,50,Normal
ACT12597,AST13766,2026-08-09 12:00:00,568,5,200,51,Normal
ACT12598,AST09057,2026-08-24 04:00:00,1563,8,393,204,Normal
ACT12599,AST12086,2026-09-04 05:00:00,549,3,222,49,Normal
ACT12600,AST02700,2026-08-06 19:00:00,618,8,116,63,Normal
ACT12601,AST20768,2026-09-09 02:00:00,411,5,105,68,Normal
ACT12602,AST21256,2026-08-09 04:00:00,313,5,127,50,Normal
ACT12603,AST03610,2026-09-06 23:00:00,658,6,181,52,Normal
ACT12604,AST00178,2026-09-08 17:00:00,456,3,81,50,Normal
ACT12605,AST08902,2026-08-09 18:00:00,708,7,187,45,Normal
ACT12606,AST04898,2026-08-02 18:00:00,783,8,177,65,Normal
ACT12607,AST21793,2026-08-24 15:00:00,908,6,225,27,Normal
ACT12608,AST07114,2026-08-28 03:00:00,310,7,129,20,Normal
ACT12609,AST09427,2026-08-15 21:00:00,669,6,126,31,Normal
ACT12610,AST13478,2026-08-18 10:00:00,430,2,173,21,Normal
ACT12611,AST14836,2026-08-30 05:00:00,626,8,146,54,Normal
ACT12612,AST19097,2026-08-01 23:00:00,1093,2,229,117,Normal
ACT12613,AST00879,2026-08-22 23:00:00,1016,7,157,100,Normal
ACT12614,AST08403,2026-08-22 05:00:00,1132,5,215,171,Normal
ACT12615,AST03311,2026-08-05 12:00:00,810,2,169,93,Normal
ACT12616,AST11575,2026-08-03 12:00:00,284,7,123,48,Normal
ACT12617,AST08004,2026-08-02 01:00:00,257,5,46,42,Normal
ACT12618,AST04745,2026-08-31 20:00:00,600,5,180,82,Normal
ACT12619,AST06124,2026-08-17 00:00:00,389,7,82,19,Normal
ACT12620,AST17346,2026-08-14 05:00:00,203,2,85,34,Normal
ACT12621,AST07798,2026-08-19 08:00:00,1515,3,453,243,Normal
ACT12622,AST23729,2026-08-02 22:00:00,989,7,181,46,Normal
ACT12623,AST05655,2026-08-11 16:00:00,500,3,108,80,Normal
ACT12624,AST11723,2026-08-22 17:00:00,754,5,131,127,Normal
ACT12625,AST15883,2026-08-01 07:00:00,1437,5,229,87,Normal
ACT12626,AST13596,2026-08-17 11:00:00,1646,5,584,70,Normal
ACT12627,AST19984,2026-08-04 23:00:00,456,4,141,25,Normal
ACT12628,AST09818,2026-08-12 15:00:00,315,3,53,37,Normal
ACT12629,AST04245,2026-08-08 21:00:00,0,0,0,0,Silent
ACT12630,AST17561,2026-08-08 16:00:00,494,2,78,71,Normal
ACT12631,AST02565,2026-08-14 04:00:00,655,6,152,34,Normal
ACT12632,AST20347,2026-08-18 23:00:00,1721,5,390,152,Normal
ACT12633,AST11129,2026-08-25 15:00:00,518,3,117,51,Normal
ACT12634,AST22685,2026-08-17 08:00:00,513,7,87,59,Normal
ACT12635,AST01550,2026-08-12 05:00:00,764,3,138,51,Normal
ACT12636,AST01516,2026-08-24 15:00:00,713,8,237,96,Normal
ACT12637,AST16935,2026-09-03 12:00:00,364,4,81,42,Normal
ACT12638,AST19698,2026-09-07 06:00:00,1394,3,379,42,Normal
ACT12639,AST08357,2026-08-17 04:00:00,803,4,226,118,Normal
ACT12640,AST07606,2026-09-07 18:00:00,754,7,159,132,Normal
ACT12641,AST24917,2026-08-12 17:00:00,747,3,336,62,Normal
ACT12642,AST15964,2026-09-07 11:00:00,592,3,239,97,Normal
ACT12643,AST22202,2026-08-05 14:00:00,927,4,393,137,Normal
ACT12644,AST20702,2026-08-26 19:00:00,706,8,224,97,Normal
ACT12645,AST13184,2026-08-09 00:00:00,602,2,144,29,Normal
ACT12646,AST20916,2026-08-31 04:00:00,555,7,177,24,Normal
ACT12647,AST20476,2026-08-28 09:00:00,1508,5,628,125,Normal
ACT12648,AST04618,2026-08-22 08:00:00,534,8,133,67,Normal
ACT12649,AST09115,2026-08-19 19:00:00,499,7,133,38,Normal
ACT12650,AST22467,2026-09-04 17:00:00,1313,3,514,132,Normal
ACT12651,AST03288,2026-08-14 09:00:00,915,4,329,75,Normal
ACT12652,AST09133,2026-08-25 08:00:00,726,6,162,47,Normal
ACT12653,AST05198,2026-09-04 08:00:00,1172,3,478,80,Normal
ACT12654,AST01081,2026-09-03 01:00:00,886,2,328,60,Normal
ACT12655,AST15845,2026-08-09 18:00:00,444,3,159,13,Normal
ACT12656,AST11431,2026-08-29 18:00:00,784,6,218,24,Normal
ACT12657,AST06283,2026-08-24 14:00:00,643,3,184,34,Normal
ACT12658,AST11129,2026-08-08 18:00:00,241,8,101,35,Normal
ACT12659,AST20203,2026-09-01 04:00:00,518,2,216,62,Normal
ACT12660,AST08205,2026-09-08 01:00:00,397,4,69,55,Normal
ACT12661,AST19388,2026-08-30 08:00:00,542,7,95,25,Normal
ACT12662,AST14742,2026-09-05 23:00:00,775,7,171,66,Normal
ACT12663,AST00981,2026-09-09 07:00:00,1050,6,197,105,Normal
ACT12664,AST02849,2026-09-04 06:00:00,987,7,323,67,Normal
ACT12665,AST00795,2026-08-27 19:00:00,912,6,272,151,Normal
ACT12666,AST24783,2026-08-11 19:00:00,418,4,179,23,Normal
ACT12667,AST01885,2026-08-19 11:00:00,903,4,360,64,Normal
ACT12668,AST04749,2026-09-02 05:00:00,827,8,349,114,Normal
ACT12669,AST02512,2026-08-15 07:00:00,452,5,84,37,Normal
ACT12670,AST09353,2026-08-12 20:00:00,591,8,173,51,Normal
ACT12671,AST19239,2026-09-02 03:00:00,469,5,160,40,Normal
ACT12672,AST22461,2026-08-31 12:00:00,470,8,107,61,Normal
ACT12673,AST08056,2026-09-07 15:00:00,719,8,307,71,Normal
ACT12674,AST15436,2026-08-30 00:00:00,401,7,93,36,Normal
ACT12675,AST04420,2026-08-08 08:00:00,438,5,166,39,Normal
ACT12676,AST20266,2026-09-06 06:00:00,819,7,224,99,Normal
ACT12677,AST19681,2026-09-05 18:00:00,646,2,153,53,Normal
ACT12678,AST00076,2026-08-24 16:00:00,483,7,195,41,Normal
ACT12679,AST12578,2026-08-11 08:00:00,299,2,106,41,Normal
ACT12680,AST08339,2026-08-21 16:00:00,661,2,183,52,Normal
ACT12681,AST10452,2026-08-01 09:00:00,520,4,145,69,Normal
ACT12682,AST00248,2026-08-24 09:00:00,507,8,82,50,Normal
ACT12683,AST21946,2026-08-17 15:00:00,1008,4,359,74,Normal
ACT12684,AST08186,2026-08-14 22:00:00,468,7,85,53,Normal
ACT12685,AST10902,2026-08-06 23:00:00,1398,5,516,183,Normal
ACT12686,AST21076,2026-08-28 09:00:00,423,5,114,36,Normal
ACT12687,AST21268,2026-08-09 21:00:00,513,8,157,56,Normal
ACT12688,AST24403,2026-09-01 08:00:00,388,6,106,18,Normal
ACT12689,AST14129,2026-08-24 05:00:00,1100,3,249,57,Normal
ACT12690,AST16095,2026-08-04 15:00:00,946,4,209,166,Normal
ACT12691,AST17503,2026-08-19 09:00:00,416,3,79,32,Normal
ACT12692,AST20793,2026-09-07 14:00:00,470,2,154,36,Normal
ACT12693,AST20159,2026-08-30 01:00:00,211,4,56,36,Normal
ACT12694,AST22237,2026-09-06 06:00:00,387,5,75,64,Normal
ACT12695,AST08478,2026-08-15 12:00:00,448,8,142,19,Normal
ACT12696,AST11148,2026-08-03 12:00:00,887,4,249,34,Normal
ACT12697,AST13384,2026-09-05 18:00:00,218,4,84,11,Normal
ACT12698,AST02512,2026-08-27 11:00:00,518,3,123,72,Normal
ACT12699,AST10842,2026-08-14 07:00:00,420,3,113,39,Normal
ACT12700,AST08524,2026-08-14 06:00:00,1183,4,262,123,Normal
ACT12701,AST14105,2026-08-13 01:00:00,595,6,195,36,Normal
ACT12702,AST08725,2026-09-06 08:00:00,1119,4,303,182,Normal
ACT12703,AST20575,2026-08-10 05:00:00,523,2,118,25,Normal
ACT12704,AST19961,2026-09-05 03:00:00,453,3,122,80,Normal
ACT12705,AST06670,2026-08-04 20:00:00,1102,7,391,174,Normal
ACT12706,AST21981,2026-08-05 08:00:00,758,7,190,72,Normal
ACT12707,AST22946,2026-08-15 19:00:00,1270,4,207,185,Normal
ACT12708,AST07706,2026-08-24 18:00:00,501,5,115,88,Normal
ACT12709,AST03320,2026-08-06 05:00:00,258,7,69,18,Normal
ACT12710,AST15241,2026-08-23 13:00:00,1099,6,240,108,Normal
ACT12711,AST22300,2026-08-15 14:00:00,416,8,90,14,Normal
ACT12712,AST06538,2026-08-31 15:00:00,679,5,196,80,Normal
ACT12713,AST15877,2026-08-20 13:00:00,498,7,180,31,Normal
ACT12714,AST14868,2026-08-14 21:00:00,421,8,118,69,Normal
ACT12715,AST00058,2026-09-05 13:00:00,366,5,146,44,Normal
ACT12716,AST19760,2026-09-06 04:00:00,490,3,77,22,Normal
ACT12717,AST24744,2026-08-19 16:00:00,875,8,252,106,Normal
ACT12718,AST24353,2026-08-22 19:00:00,866,6,332,47,Normal
ACT12719,AST21648,2026-09-09 14:00:00,428,8,82,45,Normal
ACT12720,AST24030,2026-09-02 18:00:00,751,2,271,93,Normal
ACT12721,AST06104,2026-08-20 21:00:00,768,5,250,63,Normal
ACT12722,AST03453,2026-08-01 21:00:00,710,3,140,32,Normal
ACT12723,AST06901,2026-08-10 00:00:00,462,2,170,80,Normal
ACT12724,AST07120,2026-08-19 21:00:00,151,7,64,20,Normal
ACT12725,AST19258,2026-08-31 03:00:00,366,8,59,24,Normal
