asset_id,organization_id,asset_identifier,asset_name,asset_type,criticality,environment,location,status
AST16089,ORG00061,SRV-16089,Domain Controller 16089,Domain Controller,Medium,Development,Bengaluru DC,Active
AST16090,ORG00928,SRV-16090,Cloud Instance 16090,Cloud Instance,Low,Development,Hyderabad DC,Active
AST16091,ORG00310,SRV-16091,Domain Controller 16091,Domain Controller,High,Production,Hyderabad DC,Active
AST16092,ORG00900,SRV-16092,Server 16092,Server,High,Production,Pune DC,Active
AST16093,ORG00670,SRV-16093,Server 16093,Server,High,Staging,Delhi DC,Active
AST16094,ORG00682,SRV-16094,Server 16094,Server,High,Staging,Mumbai DC,Active
AST16095,ORG00255,SRV-16095,Workstation 16095,Workstation,Medium,Development,Pune DC,Active
AST16096,ORG00597,SRV-16096,Firewall 16096,Firewall,Medium,Staging,Mumbai DC,Active
AST16097,ORG00766,SRV-16097,Firewall 16097,Firewall,Medium,Production,Mumbai DC,Active
AST16098,ORG00642,SRV-16098,Application 16098,Application,High,Production,Pune DC,Active
AST16099,ORG00981,SRV-16099,Firewall 16099,Firewall,Medium,Development,Pune DC,Active
AST16100,ORG00594,SRV-16100,Domain Controller 16100,Domain Controller,Medium,Production,Delhi DC,Active
AST16101,ORG00853,SRV-16101,Application 16101,Application,High,Staging,Pune DC,Active
AST16102,ORG00246,SRV-16102,Database 16102,Database,Medium,Development,Delhi DC,Active
AST16103,ORG00089,SRV-16103,Network Device 16103,Network Device,High,Staging,Delhi DC,Active
AST16104,ORG00857,SRV-16104,Server 16104,Server,Medium,Staging,Delhi DC,Active
AST16105,ORG00991,SRV-16105,Server 16105,Server,Medium,Production,Mumbai DC,Active
AST16106,ORG00786,SRV-16106,Application 16106,Application,Medium,Development,Hyderabad DC,Active
AST16107,ORG00044,SRV-16107,Workstation 16107,Workstation,Low,Staging,Bengaluru DC,Active
AST16108,ORG00965,SRV-16108,Server 16108,Server,High,Production,Bengaluru DC,Active
AST16109,ORG00339,SRV-16109,Cloud Instance 16109,Cloud Instance,High,Production,Delhi DC,Active
AST16110,ORG00920,SRV-16110,Domain Controller 16110,Domain Controller,Medium,Staging,Delhi DC,Active
AST16111,ORG00574,SRV-16111,Database 16111,Database,Medium,Development,Bengaluru DC,Active
AST16112,ORG00663,SRV-16112,Workstation 16112,Workstation,Medium,Production,Delhi DC,Active
AST16113,ORG00648,SRV-16113,Application 16113,Application,Medium,Development,Delhi DC,Active
AST16114,ORG00120,SRV-16114,Database 16114,Database,High,Development,Mumbai DC,Active
AST16115,ORG00220,SRV-16115,Workstation 16115,Workstation,Medium,Staging,Hyderabad DC,Active
AST16116,ORG00830,SRV-16116,Cloud Instance 16116,Cloud Instance,Medium,Staging,Hyderabad DC,Active
AST16117,ORG00111,SRV-16117,Network Device 16117,Network Device,Critical,Production,Hyderabad DC,Active
AST16118,ORG00713,SRV-16118,Domain Controller 16118,Domain Controller,Medium,Production,Delhi DC,Active
AST16119,ORG00014,SRV-16119,Cloud Instance 16119,Cloud Instance,Critical,Production,Hyderabad DC,Active
AST16120,ORG00999,SRV-16120,Network Device 16120,Network Device,High,Staging,Hyderabad DC,Active
AST16121,ORG00590,SRV-16121,Domain Controller 16121,Domain Controller,Critical,Production,Pune DC,Maintenance
AST16122,ORG00971,SRV-16122,Cloud Instance 16122,Cloud Instance,Medium,Development,Hyderabad DC,Inactive
AST16123,ORG00662,SRV-16123,Domain Controller 16123,Domain Controller,High,Development,Bengaluru DC,Active
AST16124,ORG00575,SRV-16124,Firewall 16124,Firewall,High,Staging,Bengaluru DC,Active
AST16125,ORG00673,SRV-16125,Workstation 16125,Workstation,Medium,Development,Mumbai DC,Active
AST16126,ORG00715,SRV-16126,Server 16126,Server,Medium,Staging,Pune DC,Active
AST16127,ORG00512,SRV-16127,Firewall 16127,Firewall,Medium,Development,Hyderabad DC,Active
AST16128,ORG00755,SRV-16128,Domain Controller 16128,Domain Controller,Low,Development,Delhi DC,Active
AST16129,ORG00171,SRV-16129,Database 16129,Database,High,Production,Bengaluru DC,Active
AST16130,ORG00328,SRV-16130,Network Device 16130,Network Device,Critical,Production,Delhi DC,Active
AST16131,ORG00265,SRV-16131,Cloud Instance 16131,Cloud Instance,High,Production,Mumbai DC,Active
AST16132,ORG00517,SRV-16132,Cloud Instance 16132,Cloud Instance,High,Development,Pune DC,Active
AST16133,ORG00233,SRV-16133,Server 16133,Server,High,Production,Mumbai DC,Active
AST16134,ORG00931,SRV-16134,Server 16134,Server,Medium,Production,Mumbai DC,Active
AST16135,ORG00214,SRV-16135,Database 16135,Database,Low,Development,Mumbai DC,Active
AST16136,ORG00342,SRV-16136,Application 16136,Application,High,Development,Pune DC,Active
AST16137,ORG00687,SRV-16137,Firewall 16137,Firewall,Low,Development,Hyderabad DC,Active
AST16138,ORG00892,SRV-16138,Database 16138,Database,Low,Staging,Delhi DC,Active
AST16139,ORG00822,SRV-16139,Network Device 16139,Network Device,Medium,Production,Pune DC,Active
AST16140,ORG00403,SRV-16140,Server 16140,Server,Medium,Development,Bengaluru DC,Active
AST16141,ORG00343,SRV-16141,Network Device 16141,Network Device,Medium,Development,Delhi DC,Active
AST16142,ORG00591,SRV-16142,Domain Controller 16142,Domain Controller,Critical,Staging,Delhi DC,Active
AST16143,ORG00214,SRV-16143,Network Device 16143,Network Device,Low,Development,Bengaluru DC,Active
AST16144,ORG00592,SRV-16144,Cloud Instance 16144,Cloud Instance,Low,Production,Hyderabad DC,Active
AST16145,ORG00980,SRV-16145,Server 16145,Server,Critical,Production,Mumbai DC,Active
AST16146,ORG00447,SRV-16146,Workstation 16146,Workstation,Medium,Production,Bengaluru DC,Active
AST16147,ORG00735,SRV-16147,Cloud Instance 16147,Cloud Instance,Medium,Staging,Pune DC,Active
AST16148,ORG00202,SRV-16148,Network Device 16148,Network Device,Critical,Production,Mumbai DC,Active
AST16149,ORG00315,SRV-16149,Cloud Instance 16149,Cloud Instance,Medium,Production,Delhi DC,Active
AST16150,ORG00081,SRV-16150,Application 16150,Application,Medium,Development,Pune DC,Active
AST16151,ORG00125,SRV-16151,Domain Controller 16151,Domain Controller,Low,Staging,Bengaluru DC,Active
AST16152,ORG00105,SRV-16152,Cloud Instance 16152,Cloud Instance,High,Production,Bengaluru DC,Active
AST16153,ORG00500,SRV-16153,Server 16153,Server,Low,Development,Pune DC,Active
AST16154,ORG00363,SRV-16154,Server 16154,Server,Medium,Staging,Bengaluru DC,Active
AST16155,ORG00828,SRV-16155,Domain Controller 16155,Domain Controller,High,Production,Pune DC,Active
AST16156,ORG00921,SRV-16156,Domain Controller 16156,Domain Controller,Medium,Production,Mumbai DC,Active
AST16157,ORG00405,SRV-16157,Cloud Instance 16157,Cloud Instance,Medium,Production,Mumbai DC,Active
AST16158,ORG00377,SRV-16158,Server 16158,Server,Low,Staging,Delhi DC,Active
AST16159,ORG00672,SRV-16159,Database 16159,Database,High,Production,Delhi DC,Active
AST16160,ORG00287,SRV-16160,Firewall 16160,Firewall,Critical,Development,Mumbai DC,Active
AST16161,ORG00467,SRV-16161,Server 16161,Server,Medium,Development,Mumbai DC,Active
AST16162,ORG00317,SRV-16162,Network Device 16162,Network Device,High,Development,Bengaluru DC,Active
AST16163,ORG00123,SRV-16163,Domain Controller 16163,Domain Controller,High,Staging,Mumbai DC,Active
AST16164,ORG00880,SRV-16164,Firewall 16164,Firewall,High,Production,Delhi DC,Active
AST16165,ORG00154,SRV-16165,Application 16165,Application,Low,Staging,Hyderabad DC,Active
AST16166,ORG00998,SRV-16166,Domain Controller 16166,Domain Controller,High,Production,Hyderabad DC,Active
AST16167,ORG00482,SRV-16167,Workstation 16167,Workstation,Critical,Staging,Hyderabad DC,Active
AST16168,ORG00879,SRV-16168,Server 16168,Server,High,Production,Hyderabad DC,Active
AST16169,ORG00669,SRV-16169,Firewall 16169,Firewall,Critical,Development,Bengaluru DC,Active
AST16170,ORG00389,SRV-16170,Application 16170,Application,Medium,Development,Hyderabad DC,Active
AST16171,ORG00660,SRV-16171,Cloud Instance 16171,Cloud Instance,High,Staging,Pune DC,Active
AST16172,ORG00307,SRV-16172,Domain Controller 16172,Domain Controller,High,Staging,Hyderabad DC,Active
AST16173,ORG00407,SRV-16173,Network Device 16173,Network Device,High,Staging,Hyderabad DC,Active
AST16174,ORG00589,SRV-16174,Database 16174,Database,Critical,Production,Delhi DC,Active
AST16175,ORG00812,SRV-16175,Network Device 16175,Network Device,High,Staging,Mumbai DC,Active
AST16176,ORG00710,SRV-16176,Workstation 16176,Workstation,Low,Development,Pune DC,Active
AST16177,ORG00906,SRV-16177,Firewall 16177,Firewall,Medium,Production,Bengaluru DC,Active
AST16178,ORG00490,SRV-16178,Cloud Instance 16178,Cloud Instance,Medium,Production,Bengaluru DC,Active
AST16179,ORG00955,SRV-16179,Firewall 16179,Firewall,High,Staging,Pune DC,Active
AST16180,ORG00286,SRV-16180,Application 16180,Application,Medium,Development,Mumbai DC,Active
AST16181,ORG00673,SRV-16181,Firewall 16181,Firewall,High,Production,Pune DC,Active
AST16182,ORG00302,SRV-16182,Application 16182,Application,Medium,Development,Bengaluru DC,Active
AST16183,ORG00599,SRV-16183,Firewall 16183,Firewall,Critical,Staging,Pune DC,Inactive
AST16184,ORG00619,SRV-16184,Server 16184,Server,Medium,Production,Bengaluru DC,Active
AST16185,ORG00751,SRV-16185,Cloud Instance 16185,Cloud Instance,Low,Staging,Hyderabad DC,Active
AST16186,ORG00843,SRV-16186,Domain Controller 16186,Domain Controller,Medium,Staging,Pune DC,Active
AST16187,ORG00217,SRV-16187,Domain Controller 16187,Domain Controller,High,Staging,Delhi DC,Active
AST16188,ORG00784,SRV-16188,Workstation 16188,Workstation,Medium,Staging,Mumbai DC,Active
AST16189,ORG00898,SRV-16189,Firewall 16189,Firewall,Medium,Staging,Bengaluru DC,Active
AST16190,ORG00884,SRV-16190,Workstation 16190,Workstation,High,Staging,Pune DC,Active
AST16191,ORG00944,SRV-16191,Workstation 16191,Workstation,Medium,Staging,Hyderabad DC,Active
AST16192,ORG00826,SRV-16192,Domain Controller 16192,Domain Controller,Low,Staging,Delhi DC,Active
AST16193,ORG00101,SRV-16193,Cloud Instance 16193,Cloud Instance,Critical,Production,Hyderabad DC,Active
AST16194,ORG00506,SRV-16194,Database 16194,Database,Medium,Production,Delhi DC,Active
AST16195,ORG00716,SRV-16195,Database 16195,Database,Critical,Development,Pune DC,Active
AST16196,ORG00863,SRV-16196,Application 16196,Application,Critical,Production,Mumbai DC,Active
AST16197,ORG00194,SRV-16197,Application 16197,Application,High,Development,Delhi DC,Active
AST16198,ORG00848,SRV-16198,Server 16198,Server,Low,Staging,Delhi DC,Active
AST16199,ORG00882,SRV-16199,Network Device 16199,Network Device,Medium,Staging,Bengaluru DC,Active
AST16200,ORG00130,SRV-16200,Database 16200,Database,High,Development,Delhi DC,Active
AST16201,ORG00515,SRV-16201,Application 16201,Application,Medium,Development,Delhi DC,Active
AST16202,ORG00933,SRV-16202,Cloud Instance 16202,Cloud Instance,High,Staging,Hyderabad DC,Active
AST16203,ORG00785,SRV-16203,Database 16203,Database,Medium,Staging,Pune DC,Active
AST16204,ORG00148,SRV-16204,Server 16204,Server,Medium,Development,Mumbai DC,Active
AST16205,ORG00179,SRV-16205,Workstation 16205,Workstation,Critical,Staging,Bengaluru DC,Active
AST16206,ORG00010,SRV-16206,Cloud Instance 16206,Cloud Instance,Medium,Development,Hyderabad DC,Active
AST16207,ORG00415,SRV-16207,Domain Controller 16207,Domain Controller,Medium,Production,Bengaluru DC,Maintenance
AST16208,ORG00004,SRV-16208,Workstation 16208,Workstation,Critical,Staging,Hyderabad DC,Active
AST16209,ORG00781,SRV-16209,Server 16209,Server,Medium,Development,Pune DC,Active
AST16210,ORG00383,SRV-16210,Server 16210,Server,Low,Development,Mumbai DC,Active
AST16211,ORG00407,SRV-16211,Domain Controller 16211,Domain Controller,Low,Development,Pune DC,Active
AST16212,ORG00849,SRV-16212,Application 16212,Application,Medium,Development,Mumbai DC,Active
AST16213,ORG00211,SRV-16213,Workstation 16213,Workstation,Medium,Production,Bengaluru DC,Active
AST16214,ORG00695,SRV-16214,Server 16214,Server,Medium,Staging,Delhi DC,Active
AST16215,ORG00771,SRV-16215,Application 16215,Application,Medium,Production,Pune DC,Active
AST16216,ORG00064,SRV-16216,Domain Controller 16216,Domain Controller,Critical,Staging,Pune DC,Active
AST16217,ORG00912,SRV-16217,Application 16217,Application,High,Development,Mumbai DC,Active
AST16218,ORG00284,SRV-16218,Firewall 16218,Firewall,High,Development,Mumbai DC,Active
AST16219,ORG00126,SRV-16219,Domain Controller 16219,Domain Controller,High,Development,Delhi DC,Active
AST16220,ORG00524,SRV-16220,Database 16220,Database,Critical,Development,Bengaluru DC,Active
AST16221,ORG00152,SRV-16221,Firewall 16221,Firewall,Medium,Staging,Mumbai DC,Active
AST16222,ORG00537,SRV-16222,Application 16222,Application,Low,Production,Bengaluru DC,Active
AST16223,ORG00880,SRV-16223,Database 16223,Database,Medium,Development,Hyderabad DC,Active
AST16224,ORG00599,SRV-16224,Firewall 16224,Firewall,Critical,Staging,Mumbai DC,Maintenance
AST16225,ORG00249,SRV-16225,Workstation 16225,Workstation,Medium,Staging,Mumbai DC,Maintenance
AST16226,ORG00924,SRV-16226,Database 16226,Database,High,Production,Bengaluru DC,Active
AST16227,ORG00347,SRV-16227,Workstation 16227,Workstation,High,Development,Delhi DC,Active
AST16228,ORG00228,SRV-16228,Workstation 16228,Workstation,High,Development,Mumbai DC,Active
AST16229,ORG00642,SRV-16229,Cloud Instance 16229,Cloud Instance,High,Production,Mumbai DC,Active
AST16230,ORG00809,SRV-16230,Network Device 16230,Network Device,High,Production,Pune DC,Active
AST16231,ORG00676,SRV-16231,Database 16231,Database,High,Production,Delhi DC,Active
AST16232,ORG00786,SRV-16232,Firewall 16232,Firewall,High,Production,Pune DC,Active
AST16233,ORG00917,SRV-16233,Firewall 16233,Firewall,High,Development,Pune DC,Active
AST16234,ORG00325,SRV-16234,Application 16234,Application,Critical,Production,Bengaluru DC,Active
AST16235,ORG00208,SRV-16235,Network Device 16235,Network Device,High,Staging,Pune DC,Active
AST16236,ORG00161,SRV-16236,Domain Controller 16236,Domain Controller,Critical,Staging,Pune DC,Active
AST16237,ORG00729,SRV-16237,Network Device 16237,Network Device,Critical,Staging,Mumbai DC,Active
AST16238,ORG00727,SRV-16238,Workstation 16238,Workstation,High,Production,Mumbai DC,Active
AST16239,ORG00881,SRV-16239,Server 16239,Server,Low,Production,Hyderabad DC,Active
AST16240,ORG00770,SRV-16240,Network Device 16240,Network Device,High,Staging,Pune DC,Active
AST16241,ORG00751,SRV-16241,Workstation 16241,Workstation,High,Production,Mumbai DC,Active
AST16242,ORG00312,SRV-16242,Cloud Instance 16242,Cloud Instance,Medium,Staging,Delhi DC,Active
AST16243,ORG00035,SRV-16243,Cloud Instance 16243,Cloud Instance,Low,Production,Delhi DC,Active
AST16244,ORG00488,SRV-16244,Application 16244,Application,High,Production,Bengaluru DC,Active
AST16245,ORG00165,SRV-16245,Domain Controller 16245,Domain Controller,High,Production,Pune DC,Maintenance
AST16246,ORG00163,SRV-16246,Domain Controller 16246,Domain Controller,Low,Staging,Hyderabad DC,Active
AST16247,ORG00357,SRV-16247,Domain Controller 16247,Domain Controller,Medium,Production,Mumbai DC,Active
AST16248,ORG00221,SRV-16248,Cloud Instance 16248,Cloud Instance,Low,Staging,Delhi DC,Active
AST16249,ORG00120,SRV-16249,Cloud Instance 16249,Cloud Instance,Low,Staging,Delhi DC,Active
AST16250,ORG00812,SRV-16250,Cloud Instance 16250,Cloud Instance,Critical,Production,Bengaluru DC,Active
AST16251,ORG00421,SRV-16251,Application 16251,Application,Low,Staging,Mumbai DC,Active
AST16252,ORG00074,SRV-16252,Application 16252,Application,Medium,Staging,Delhi DC,Active
AST16253,ORG00291,SRV-16253,Domain Controller 16253,Domain Controller,High,Production,Pune DC,Active
AST16254,ORG00935,SRV-16254,Application 16254,Application,High,Development,Bengaluru DC,Active
AST16255,ORG00530,SRV-16255,Domain Controller 16255,Domain Controller,Low,Development,Mumbai DC,Active
AST16256,ORG00664,SRV-16256,Firewall 16256,Firewall,Critical,Staging,Hyderabad DC,Active
AST16257,ORG00826,SRV-16257,Application 16257,Application,Medium,Staging,Bengaluru DC,Active
AST16258,ORG00264,SRV-16258,Database 16258,Database,Medium,Development,Delhi DC,Active
AST16259,ORG00477,SRV-16259,Workstation 16259,Workstation,Medium,Production,Hyderabad DC,Active
AST16260,ORG00819,SRV-16260,Application 16260,Application,Medium,Production,Pune DC,Active
AST16261,ORG00735,SRV-16261,Firewall 16261,Firewall,Low,Staging,Delhi DC,Active
AST16262,ORG00698,SRV-16262,Network Device 16262,Network Device,High,Staging,Hyderabad DC,Active
AST16263,ORG00461,SRV-16263,Workstation 16263,Workstation,Critical,Production,Mumbai DC,Active
AST16264,ORG00569,SRV-16264,Domain Controller 16264,Domain Controller,Critical,Production,Hyderabad DC,Active
AST16265,ORG00578,SRV-16265,Domain Controller 16265,Domain Controller,High,Staging,Delhi DC,Active
AST16266,ORG00501,SRV-16266,Server 16266,Server,High,Production,Bengaluru DC,Active
AST16267,ORG00423,SRV-16267,Firewall 16267,Firewall,Medium,Staging,Delhi DC,Active
AST16268,ORG00284,SRV-16268,Database 16268,Database,Medium,Staging,Delhi DC,Active
AST16269,ORG00982,SRV-16269,Application 16269,Application,Low,Development,Mumbai DC,Active
AST16270,ORG00852,SRV-16270,Firewall 16270,Firewall,Low,Staging,Hyderabad DC,Active
AST16271,ORG00097,SRV-16271,Workstation 16271,Workstation,Low,Production,Bengaluru DC,Active
AST16272,ORG00332,SRV-16272,Domain Controller 16272,Domain Controller,Low,Production,Delhi DC,Active
AST16273,ORG00502,SRV-16273,Database 16273,Database,High,Development,Hyderabad DC,Active
AST16274,ORG00842,SRV-16274,Server 16274,Server,High,Production,Hyderabad DC,Active
AST16275,ORG00878,SRV-16275,Application 16275,Application,Low,Production,Pune DC,Active
AST16276,ORG00604,SRV-16276,Firewall 16276,Firewall,Medium,Staging,Mumbai DC,Active
AST16277,ORG00091,SRV-16277,Network Device 16277,Network Device,Critical,Production,Delhi DC,Active
AST16278,ORG00423,SRV-16278,Database 16278,Database,Critical,Production,Bengaluru DC,Active
AST16279,ORG00318,SRV-16279,Application 16279,Application,Medium,Staging,Hyderabad DC,Active
AST16280,ORG00564,SRV-16280,Cloud Instance 16280,Cloud Instance,Low,Production,Bengaluru DC,Active
AST16281,ORG00378,SRV-16281,Network Device 16281,Network Device,High,Staging,Bengaluru DC,Active
AST16282,ORG00138,SRV-16282,Cloud Instance 16282,Cloud Instance,Medium,Development,Delhi DC,Active
AST16283,ORG00425,SRV-16283,Domain Controller 16283,Domain Controller,High,Development,Hyderabad DC,Active
AST16284,ORG00160,SRV-16284,Cloud Instance 16284,Cloud Instance,Medium,Staging,Delhi DC,Active
AST16285,ORG00857,SRV-16285,Server 16285,Server,High,Development,Hyderabad DC,Active
AST16286,ORG00564,SRV-16286,Cloud Instance 16286,Cloud Instance,High,Staging,Delhi DC,Active
AST16287,ORG00580,SRV-16287,Domain Controller 16287,Domain Controller,Medium,Production,Bengaluru DC,Active
AST16288,ORG00293,SRV-16288,Workstation 16288,Workstation,Medium,Staging,Delhi DC,Active
AST16289,ORG00544,SRV-16289,Cloud Instance 16289,Cloud Instance,High,Production,Delhi DC,Active
AST16290,ORG00810,SRV-16290,Server 16290,Server,Low,Production,Bengaluru DC,Active
AST16291,ORG00847,SRV-16291,Application 16291,Application,High,Production,Mumbai DC,Active
AST16292,ORG00603,SRV-16292,Application 16292,Application,High,Development,Delhi DC,Active
AST16293,ORG00728,SRV-16293,Network Device 16293,Network Device,Medium,Production,Hyderabad DC,Active
AST16294,ORG00115,SRV-16294,Domain Controller 16294,Domain Controller,Medium,Production,Hyderabad DC,Active
AST16295,ORG00709,SRV-16295,Cloud Instance 16295,Cloud Instance,Low,Development,Pune DC,Active
AST16296,ORG00772,SRV-16296,Application 16296,Application,High,Production,Delhi DC,Active
AST16297,ORG00392,SRV-16297,Network Device 16297,Network Device,Medium,Development,Hyderabad DC,Active
AST16298,ORG00511,SRV-16298,Server 16298,Server,High,Staging,Mumbai DC,Maintenance
AST16299,ORG00523,SRV-16299,Network Device 16299,Network Device,Low,Development,Bengaluru DC,Active
AST16300,ORG00953,SRV-16300,Workstation 16300,Workstation,High,Production,Mumbai DC,Active
AST16301,ORG00319,SRV-16301,Database 16301,Database,Critical,Development,Hyderabad DC,Active
AST16302,ORG00068,SRV-16302,Server 16302,Server,Low,Development,Bengaluru DC,Active
AST16303,ORG00110,SRV-16303,Cloud Instance 16303,Cloud Instance,Medium,Production,Delhi DC,Active
AST16304,ORG00403,SRV-16304,Database 16304,Database,Critical,Development,Mumbai DC,Active
AST16305,ORG00217,SRV-16305,Database 16305,Database,Low,Development,Hyderabad DC,Active
AST16306,ORG00300,SRV-16306,Network Device 16306,Network Device,Low,Staging,Delhi DC,Active
AST16307,ORG00842,SRV-16307,Application 16307,Application,High,Development,Pune DC,Active
AST16308,ORG00555,SRV-16308,Domain Controller 16308,Domain Controller,High,Staging,Bengaluru DC,Active
AST16309,ORG00094,SRV-16309,Cloud Instance 16309,Cloud Instance,Critical,Staging,Bengaluru DC,Active
AST16310,ORG00401,SRV-16310,Workstation 16310,Workstation,Medium,Development,Hyderabad DC,Active
AST16311,ORG00708,SRV-16311,Server 16311,Server,High,Staging,Delhi DC,Active
AST16312,ORG00584,SRV-16312,Firewall 16312,Firewall,High,Production,Mumbai DC,Active
AST16313,ORG00360,SRV-16313,Server 16313,Server,Medium,Staging,Mumbai DC,Active
AST16314,ORG00092,SRV-16314,Application 16314,Application,Low,Development,Mumbai DC,Active
AST16315,ORG00212,SRV-16315,Application 16315,Application,Medium,Development,Pune DC,Active
AST16316,ORG00468,SRV-16316,Workstation 16316,Workstation,Medium,Development,Bengaluru DC,Active
AST16317,ORG00185,SRV-16317,Server 16317,Server,Medium,Staging,Mumbai DC,Active
AST16318,ORG00611,SRV-16318,Application 16318,Application,Medium,Development,Delhi DC,Maintenance
AST16319,ORG00337,SRV-16319,Network Device 16319,Network Device,Critical,Development,Delhi DC,Maintenance
AST16320,ORG00021,SRV-16320,Application 16320,Application,Critical,Development,Delhi DC,Active
AST16321,ORG00562,SRV-16321,Database 16321,Database,Medium,Development,Hyderabad DC,Active
AST16322,ORG00312,SRV-16322,Server 16322,Server,Medium,Development,Mumbai DC,Active
AST16323,ORG00547,SRV-16323,Application 16323,Application,High,Development,Delhi DC,Active
AST16324,ORG00472,SRV-16324,Workstation 16324,Workstation,Medium,Development,Hyderabad DC,Active
AST16325,ORG00064,SRV-16325,Workstation 16325,Workstation,High,Production,Hyderabad DC,Active
AST16326,ORG00966,SRV-16326,Cloud Instance 16326,Cloud Instance,High,Development,Bengaluru DC,Active
AST16327,ORG00918,SRV-16327,Cloud Instance 16327,Cloud Instance,Medium,Staging,Bengaluru DC,Active
AST16328,ORG00149,SRV-16328,Cloud Instance 16328,Cloud Instance,High,Production,Bengaluru DC,Active
AST16329,ORG00836,SRV-16329,Domain Controller 16329,Domain Controller,Low,Development,Hyderabad DC,Active
AST16330,ORG00832,SRV-16330,Workstation 16330,Workstation,High,Staging,Pune DC,Active
AST16331,ORG00035,SRV-16331,Database 16331,Database,Low,Staging,Mumbai DC,Active
AST16332,ORG00802,SRV-16332,Workstation 16332,Workstation,High,Staging,Delhi DC,Active
AST16333,ORG00884,SRV-16333,Application 16333,Application,Low,Staging,Mumbai DC,Active
AST16334,ORG00085,SRV-16334,Cloud Instance 16334,Cloud Instance,High,Production,Mumbai DC,Active
AST16335,ORG00255,SRV-16335,Network Device 16335,Network Device,Medium,Staging,Mumbai DC,Active
AST16336,ORG00189,SRV-16336,Server 16336,Server,Medium,Development,Mumbai DC,Active
AST16337,ORG00875,SRV-16337,Application 16337,Application,High,Production,Bengaluru DC,Active
AST16338,ORG00683,SRV-16338,Database 16338,Database,Medium,Production,Mumbai DC,Active
AST16339,ORG00796,SRV-16339,Firewall 16339,Firewall,High,Development,Delhi DC,Active
AST16340,ORG00875,SRV-16340,Workstation 16340,Workstation,High,Staging,Pune DC,Active
AST16341,ORG00899,SRV-16341,Cloud Instance 16341,Cloud Instance,High,Staging,Pune DC,Inactive
AST16342,ORG00077,SRV-16342,Network Device 16342,Network Device,High,Production,Hyderabad DC,Active
AST16343,ORG00294,SRV-16343,Domain Controller 16343,Domain Controller,High,Staging,Mumbai DC,Active
AST16344,ORG00475,SRV-16344,Server 16344,Server,Low,Production,Delhi DC,Active
AST16345,ORG00543,SRV-16345,Application 16345,Application,High,Production,Delhi DC,Active
AST16346,ORG00724,SRV-16346,Database 16346,Database,Low,Staging,Mumbai DC,Active
AST16347,ORG00551,SRV-16347,Network Device 16347,Network Device,Medium,Production,Delhi DC,Active
AST16348,ORG00876,SRV-16348,Firewall 16348,Firewall,Critical,Staging,Pune DC,Active
AST16349,ORG00694,SRV-16349,Workstation 16349,Workstation,High,Production,Hyderabad DC,Active
AST16350,ORG00434,SRV-16350,Network Device 16350,Network Device,Critical,Production,Mumbai DC,Active
AST16351,ORG00233,SRV-16351,Domain Controller 16351,Domain Controller,High,Development,Bengaluru DC,Active
AST16352,ORG00865,SRV-16352,Cloud Instance 16352,Cloud Instance,Low,Staging,Mumbai DC,Maintenance
AST16353,ORG00159,SRV-16353,Workstation 16353,Workstation,High,Development,Mumbai DC,Active
AST16354,ORG00803,SRV-16354,Server 16354,Server,Low,Staging,Mumbai DC,Active
AST16355,ORG00464,SRV-16355,Network Device 16355,Network Device,Medium,Development,Hyderabad DC,Active
AST16356,ORG00614,SRV-16356,Application 16356,Application,Low,Development,Hyderabad DC,Active
AST16357,ORG00945,SRV-16357,Network Device 16357,Network Device,Critical,Development,Pune DC,Active
AST16358,ORG00356,SRV-16358,Cloud Instance 16358,Cloud Instance,Medium,Staging,Delhi DC,Active
AST16359,ORG00392,SRV-16359,Server 16359,Server,Low,Production,Delhi DC,Active
AST16360,ORG00682,SRV-16360,Server 16360,Server,High,Production,Mumbai DC,Inactive
AST16361,ORG00452,SRV-16361,Network Device 16361,Network Device,High,Development,Bengaluru DC,Active
AST16362,ORG00504,SRV-16362,Workstation 16362,Workstation,Medium,Staging,Mumbai DC,Maintenance
AST16363,ORG00912,SRV-16363,Network Device 16363,Network Device,Low,Staging,Bengaluru DC,Active
AST16364,ORG00290,SRV-16364,Application 16364,Application,High,Staging,Pune DC,Active
AST16365,ORG00124,SRV-16365,Server 16365,Server,Medium,Staging,Mumbai DC,Active
AST16366,ORG00331,SRV-16366,Cloud Instance 16366,Cloud Instance,Critical,Staging,Bengaluru DC,Active
AST16367,ORG00124,SRV-16367,Application 16367,Application,Medium,Production,Hyderabad DC,Active
AST16368,ORG00573,SRV-16368,Server 16368,Server,Low,Development,Pune DC,Active
AST16369,ORG00925,SRV-16369,Network Device 16369,Network Device,Low,Staging,Hyderabad DC,Active
AST16370,ORG00651,SRV-16370,Domain Controller 16370,Domain Controller,High,Production,Bengaluru DC,Active
AST16371,ORG00893,SRV-16371,Domain Controller 16371,Domain Controller,Medium,Development,Mumbai DC,Active
AST16372,ORG00323,SRV-16372,Application 16372,Application,High,Production,Delhi DC,Active
AST16373,ORG00810,SRV-16373,Firewall 16373,Firewall,Medium,Staging,Hyderabad DC,Active
AST16374,ORG00104,SRV-16374,Domain Controller 16374,Domain Controller,Medium,Staging,Pune DC,Maintenance
AST16375,ORG00957,SRV-16375,Workstation 16375,Workstation,Medium,Staging,Bengaluru DC,Active
AST16376,ORG00889,SRV-16376,Cloud Instance 16376,Cloud Instance,High,Staging,Pune DC,Active
