investigation_id,alert_id,analyst_id,started_at,completed_at,duration_minutes,actions_performed,queries_executed,evidence_reviewed,investigation_notes,findings,escalation_decision
INV09683,ALT09683,AN01013,2026-08-10 12:44:59,2026-08-10 13:10:59,26,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV09684,ALT09684,AN21197,2026-08-08 09:54:39,2026-08-08 10:40:39,46,Reviewed endpoint logs; analyzed process tree,11,No,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV09685,ALT09685,AN07121,2026-08-05 19:04:20,2026-08-05 20:45:20,101,Checked threat intelligence and historical activity,9,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV09686,ALT09686,AN05725,2026-08-03 09:52:50,2026-08-03 10:39:50,47,Reviewed authentication logs; checked source IP,12,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09687,ALT09687,AN23962,2026-08-11 20:57:52,2026-08-11 21:30:52,33,Reviewed endpoint logs; analyzed process tree,2,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09688,ALT09688,AN07117,2026-08-04 15:54:41,2026-08-04 16:07:41,13,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09689,ALT09689,AN03900,2026-08-12 08:26:24,2026-08-12 08:40:24,14,Reviewed endpoint logs; analyzed process tree,10,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV09690,ALT09690,AN18316,2026-08-11 15:42:41,2026-08-11 17:33:41,111,Reviewed endpoint logs; analyzed process tree,2,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09691,ALT09691,AN15902,2026-08-30 01:28:05,2026-08-30 02:14:05,46,Reviewed endpoint logs; analyzed process tree,3,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV09692,ALT09692,AN15478,2026-09-04 01:12:28,2026-09-04 01:31:28,19,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09693,ALT09693,AN13560,2026-09-01 10:52:47,2026-09-01 11:58:47,66,Checked threat intelligence and historical activity,11,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09694,ALT09694,AN07513,2026-08-28 19:25:35,2026-08-28 20:43:35,78,Checked threat intelligence and historical activity,8,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV09695,ALT09695,AN04258,2026-09-06 23:05:03,2026-09-06 23:20:03,15,Checked threat intelligence and historical activity,9,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV09696,ALT09696,AN12371,2026-08-15 17:44:12,2026-08-15 18:44:12,60,Reviewed endpoint logs; analyzed process tree,5,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV09697,ALT09697,AN13503,2026-08-14 18:27:38,2026-08-14 18:58:38,31,Checked threat intelligence and historical activity,10,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV09698,ALT09698,AN18507,2026-08-06 21:52:30,2026-08-06 22:27:30,35,Reviewed endpoint logs; analyzed process tree,8,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV09699,ALT09699,AN10460,2026-08-26 11:39:02,2026-08-26 12:05:02,26,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09700,ALT09700,AN19303,2026-08-27 06:09:28,2026-08-27 06:33:28,24,Checked threat intelligence and historical activity,9,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,No
INV09701,ALT09701,AN11276,2026-09-06 08:58:40,2026-09-06 09:19:40,21,Checked threat intelligence and historical activity,10,No,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09702,ALT09702,AN00886,2026-08-19 23:48:47,2026-08-20 00:46:47,58,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV09703,ALT09703,AN05102,2026-08-13 10:56:40,2026-08-13 12:01:40,65,Reviewed endpoint logs; analyzed process tree,12,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09704,ALT09704,AN02103,2026-08-25 15:22:41,2026-08-25 16:55:41,93,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV09705,ALT09705,AN05497,2026-08-14 11:55:10,2026-08-14 13:31:10,96,Reviewed endpoint logs; analyzed process tree,10,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09706,ALT09706,AN22067,2026-08-14 16:09:41,2026-08-14 16:35:41,26,"Correlated SIEM, firewall and endpoint telemetry",11,No,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09707,ALT09707,AN07958,2026-08-24 09:47:19,2026-08-24 10:30:19,43,Reviewed authentication logs; checked source IP,5,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV09708,ALT09708,AN22107,2026-09-04 17:05:21,2026-09-04 17:17:21,12,Reviewed authentication logs; checked source IP,12,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09709,ALT09709,AN18496,2026-09-09 18:25:17,2026-09-09 19:24:17,59,Checked threat intelligence and historical activity,9,No,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV09710,ALT09710,AN23758,2026-08-31 10:53:10,2026-08-31 11:33:10,40,"Correlated SIEM, firewall and endpoint telemetry",10,No,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09711,ALT09711,AN03184,2026-08-06 18:05:56,2026-08-06 19:01:56,56,Reviewed endpoint logs; analyzed process tree,12,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09712,ALT09712,AN16089,2026-08-03 02:38:03,2026-08-03 03:03:03,25,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV09713,ALT09713,AN01586,2026-08-22 02:53:13,2026-08-22 03:22:13,29,Reviewed endpoint logs; analyzed process tree,5,No,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV09714,ALT09714,AN05005,2026-08-04 10:51:34,2026-08-04 12:09:34,78,Reviewed authentication logs; checked source IP,7,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09715,ALT09715,AN04356,2026-08-26 04:16:33,2026-08-26 04:32:33,16,Reviewed authentication logs; checked source IP,9,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09716,ALT09716,AN08641,2026-09-02 05:22:22,2026-09-02 05:38:22,16,Checked threat intelligence and historical activity,4,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV09717,ALT09717,AN23344,2026-08-19 05:26:03,2026-08-19 06:42:03,76,Reviewed authentication logs; checked source IP,4,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09718,ALT09718,AN01817,2026-09-05 16:54:07,2026-09-05 18:14:07,80,Checked threat intelligence and historical activity,9,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV09719,ALT09719,AN13937,2026-09-02 13:45:20,2026-09-02 14:36:20,51,"Correlated SIEM, firewall and endpoint telemetry",5,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV09720,ALT09720,AN08403,2026-08-03 16:01:12,2026-08-03 16:25:12,24,Checked threat intelligence and historical activity,4,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV09721,ALT09721,AN09373,2026-08-21 17:20:14,2026-08-21 17:40:14,20,Reviewed endpoint logs; analyzed process tree,10,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09722,ALT09722,AN07703,2026-08-11 21:40:24,2026-08-11 22:03:24,23,Reviewed authentication logs; checked source IP,6,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV09723,ALT09723,AN15202,2026-09-01 15:02:14,2026-09-01 15:13:14,11,Checked threat intelligence and historical activity,12,No,Investigated user activity and historical baseline.,Benign activity,No
INV09724,ALT09724,AN23151,2026-08-03 14:14:04,2026-08-03 16:14:04,120,Reviewed endpoint logs; analyzed process tree,10,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV09725,ALT09725,AN07516,2026-08-22 21:45:40,2026-08-22 22:44:40,59,Reviewed endpoint logs; analyzed process tree,6,Yes,Investigated user activity and historical baseline.,Benign activity,Yes
INV09726,ALT09726,AN02973,2026-09-04 10:04:52,2026-09-04 10:15:52,11,Checked threat intelligence and historical activity,5,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV09727,ALT09727,AN10237,2026-08-17 07:52:10,2026-08-17 07:58:10,6,Checked alert,1,No,Reviewed.,No further action,No
INV09728,ALT09728,AN08710,2026-08-14 03:04:22,2026-08-14 03:40:22,36,Reviewed authentication logs; checked source IP,2,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09729,ALT09729,AN08276,2026-08-14 07:45:18,2026-08-14 08:05:18,20,Reviewed endpoint logs; analyzed process tree,7,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09730,ALT09730,AN24890,2026-08-23 03:42:30,2026-08-23 03:50:30,8,Reviewed authentication logs; checked source IP,6,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV09731,ALT09731,AN18529,2026-08-23 11:56:23,2026-08-23 12:22:23,26,"Correlated SIEM, firewall and endpoint telemetry",11,No,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV09732,ALT09732,AN13649,2026-09-09 06:58:14,2026-09-09 08:19:14,81,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV09733,ALT09733,AN08429,2026-08-19 14:18:15,2026-08-19 14:56:15,38,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,No
INV09734,ALT09734,AN06452,2026-08-12 10:24:45,2026-08-12 12:20:45,116,Checked threat intelligence and historical activity,4,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV09735,ALT09735,AN02733,2026-08-04 23:41:50,2026-08-05 00:10:50,29,Checked threat intelligence and historical activity,11,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV09736,ALT09736,AN13597,2026-08-25 09:13:20,2026-08-25 09:35:20,22,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV09737,ALT09737,AN10266,2026-08-31 04:44:11,2026-08-31 05:02:11,18,"Correlated SIEM, firewall and endpoint telemetry",8,No,Reviewed authentication logs and source IP.,Potential compromise identified,No
INV09738,ALT09738,AN01366,2026-08-28 07:16:00,2026-08-28 08:19:00,63,"Correlated SIEM, firewall and endpoint telemetry",11,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV09739,ALT09739,AN12040,2026-08-10 02:02:23,2026-08-10 02:30:23,28,Reviewed endpoint logs; analyzed process tree,7,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09740,ALT09740,AN00801,2026-08-05 16:15:57,2026-08-05 16:56:57,41,Reviewed authentication logs; checked source IP,11,No,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV09741,ALT09741,AN20191,2026-08-28 15:30:38,2026-08-28 17:02:38,92,Checked threat intelligence and historical activity,10,No,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09742,ALT09742,AN24173,2026-08-25 18:29:45,2026-08-25 18:55:45,26,Checked threat intelligence and historical activity,2,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09743,ALT09743,AN20101,2026-08-13 08:22:33,2026-08-13 08:51:33,29,Reviewed endpoint logs; analyzed process tree,3,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09744,ALT09744,AN18168,2026-08-13 04:33:39,2026-08-13 05:12:39,39,Reviewed endpoint logs; analyzed process tree,8,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV09745,ALT09745,AN14990,2026-09-08 02:41:58,2026-09-08 03:04:58,23,Checked threat intelligence and historical activity,9,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV09746,ALT09746,AN08111,2026-08-05 07:16:28,2026-08-05 08:28:28,72,Checked threat intelligence and historical activity,7,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09747,ALT09747,AN08151,2026-09-07 23:35:34,2026-09-07 23:43:34,8,"Correlated SIEM, firewall and endpoint telemetry",10,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,No
INV09748,ALT09748,AN23045,2026-09-05 21:58:00,2026-09-05 22:10:00,12,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV09749,ALT09749,AN22624,2026-08-08 19:29:14,2026-08-08 19:59:14,30,Reviewed endpoint logs; analyzed process tree,6,No,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV09750,ALT09750,AN07142,2026-09-05 14:59:11,2026-09-05 15:11:11,12,Reviewed authentication logs; checked source IP,5,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV09751,ALT09751,AN04996,2026-08-24 10:05:42,2026-08-24 10:32:42,27,Reviewed endpoint logs; analyzed process tree,6,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV09752,ALT09752,AN16336,2026-08-14 01:18:09,2026-08-14 01:26:09,8,"Correlated SIEM, firewall and endpoint telemetry",9,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,No
INV09753,ALT09753,AN20698,2026-08-24 21:11:37,2026-08-24 21:27:37,16,"Correlated SIEM, firewall and endpoint telemetry",2,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09754,ALT09754,AN19789,2026-08-27 00:42:07,2026-08-27 01:35:07,53,Reviewed authentication logs; checked source IP,3,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09755,ALT09755,AN07438,2026-08-04 21:48:16,2026-08-04 22:26:16,38,Checked threat intelligence and historical activity,12,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09756,ALT09756,AN23861,2026-08-14 14:23:23,2026-08-14 15:00:23,37,Reviewed authentication logs; checked source IP,7,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV09757,ALT09757,AN19521,2026-08-10 03:38:00,2026-08-10 03:52:00,14,Checked threat intelligence and historical activity,12,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV09758,ALT09758,AN13165,2026-08-22 17:47:55,2026-08-22 19:37:55,110,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09759,ALT09759,AN24890,2026-08-22 05:23:15,2026-08-22 05:35:15,12,Reviewed authentication logs; checked source IP,4,No,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV09760,ALT09760,AN17153,2026-09-06 18:43:10,2026-09-06 20:13:10,90,Reviewed authentication logs; checked source IP,5,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV09761,ALT09761,AN02306,2026-08-21 02:05:39,2026-08-21 02:15:39,10,Reviewed authentication logs; checked source IP,4,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09762,ALT09762,AN20153,2026-08-03 02:41:44,2026-08-03 03:58:44,77,Reviewed endpoint logs; analyzed process tree,3,No,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV09763,ALT09763,AN20898,2026-08-03 13:29:42,2026-08-03 14:10:42,41,Reviewed authentication logs; checked source IP,8,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,No
INV09764,ALT09764,AN22873,2026-08-02 03:25:39,2026-08-02 04:08:39,43,Checked threat intelligence and historical activity,2,No,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV09765,ALT09765,AN12358,2026-08-03 22:35:51,2026-08-03 23:18:51,43,Checked threat intelligence and historical activity,12,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV09766,ALT09766,AN23412,2026-09-09 04:48:25,2026-09-09 05:29:25,41,Reviewed authentication logs; checked source IP,6,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV09767,ALT09767,AN09576,2026-08-09 10:44:54,2026-08-09 11:18:54,34,Reviewed authentication logs; checked source IP,4,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09768,ALT09768,AN03034,2026-08-01 12:05:39,2026-08-01 12:44:39,39,Checked threat intelligence and historical activity,12,No,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09769,ALT09769,AN01025,2026-08-24 17:41:19,2026-08-24 18:35:19,54,Reviewed endpoint logs; analyzed process tree,3,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV09770,ALT09770,AN01783,2026-08-10 12:23:09,2026-08-10 13:29:09,66,Reviewed authentication logs; checked source IP,5,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09771,ALT09771,AN20255,2026-08-26 17:22:42,2026-08-26 18:39:42,77,Reviewed authentication logs; checked source IP,7,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09772,ALT09772,AN14827,2026-08-01 14:32:17,2026-08-01 14:45:17,13,"Correlated SIEM, firewall and endpoint telemetry",3,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09773,ALT09773,AN07403,2026-08-21 10:28:36,2026-08-21 10:43:36,15,Reviewed endpoint logs; analyzed process tree,10,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09774,ALT09774,AN23194,2026-08-18 18:47:16,2026-08-18 19:08:16,21,Reviewed authentication logs; checked source IP,2,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV09775,ALT09775,AN00438,2026-08-23 05:38:43,2026-08-23 06:03:43,25,"Correlated SIEM, firewall and endpoint telemetry",4,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV09776,ALT09776,AN21001,2026-08-18 01:09:27,2026-08-18 01:32:27,23,"Correlated SIEM, firewall and endpoint telemetry",6,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09777,ALT09777,AN19398,2026-08-15 02:33:12,2026-08-15 03:28:12,55,Reviewed endpoint logs; analyzed process tree,3,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09778,ALT09778,AN03299,2026-08-09 02:59:19,2026-08-09 03:27:19,28,Reviewed authentication logs; checked source IP,3,No,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,Yes
INV09779,ALT09779,AN18926,2026-08-03 21:39:50,2026-08-03 21:52:50,13,"Correlated SIEM, firewall and endpoint telemetry",7,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09780,ALT09780,AN06586,2026-09-09 18:16:31,2026-09-09 18:33:31,17,Reviewed endpoint logs; analyzed process tree,10,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09781,ALT09781,AN05294,2026-08-08 09:05:01,2026-08-08 09:54:01,49,Checked threat intelligence and historical activity,10,Yes,Reviewed authentication logs and source IP.,Likely false positive,No
INV09782,ALT09782,AN03559,2026-09-02 17:06:22,2026-09-02 17:38:22,32,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Reviewed authentication logs and source IP.,Benign activity,No
INV09783,ALT09783,AN05314,2026-08-26 14:39:23,2026-08-26 15:13:23,34,Reviewed authentication logs; checked source IP,6,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09784,ALT09784,AN22323,2026-08-30 03:50:07,2026-08-30 04:30:07,40,Reviewed endpoint logs; analyzed process tree,2,No,Reviewed authentication logs and source IP.,Benign activity,No
INV09785,ALT09785,AN06838,2026-08-21 18:08:02,2026-08-21 19:45:02,97,Reviewed endpoint logs; analyzed process tree,8,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV09786,ALT09786,AN15687,2026-08-31 01:12:29,2026-08-31 01:28:29,16,Reviewed endpoint logs; analyzed process tree,10,Yes,Checked endpoint telemetry and correlated network events.,Likely false positive,No
INV09787,ALT09787,AN01876,2026-09-02 23:12:53,2026-09-02 23:53:53,41,Checked threat intelligence and historical activity,6,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV09788,ALT09788,AN15570,2026-09-07 14:31:59,2026-09-07 14:46:59,15,Reviewed endpoint logs; analyzed process tree,5,No,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09789,ALT09789,AN06968,2026-08-07 17:56:10,2026-08-07 18:41:10,45,Reviewed authentication logs; checked source IP,12,No,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV09790,ALT09790,AN09697,2026-08-31 23:55:55,2026-09-01 00:18:55,23,Checked threat intelligence and historical activity,11,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV09791,ALT09791,AN01254,2026-08-03 02:54:38,2026-08-03 03:25:38,31,Reviewed authentication logs; checked source IP,10,No,Checked endpoint telemetry and correlated network events.,Likely false positive,Yes
INV09792,ALT09792,AN18711,2026-09-05 09:40:06,2026-09-05 09:48:06,8,Reviewed endpoint logs; analyzed process tree,11,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09793,ALT09793,AN22783,2026-08-26 01:36:21,2026-08-26 03:45:21,129,Reviewed authentication logs; checked source IP,7,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV09794,ALT09794,AN00184,2026-08-11 15:32:47,2026-08-11 15:58:47,26,"Correlated SIEM, firewall and endpoint telemetry",2,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV09795,ALT09795,AN19155,2026-08-06 06:29:20,2026-08-06 06:44:20,15,Reviewed authentication logs; checked source IP,10,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,No
INV09796,ALT09796,AN15732,2026-08-08 10:36:24,2026-08-08 10:55:24,19,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09797,ALT09797,AN00347,2026-08-05 06:32:10,2026-08-05 06:59:10,27,Checked threat intelligence and historical activity,2,No,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV09798,ALT09798,AN20302,2026-09-07 00:45:27,2026-09-07 01:33:27,48,Checked threat intelligence and historical activity,7,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV09799,ALT09799,AN05353,2026-08-22 04:19:43,2026-08-22 04:38:43,19,Checked threat intelligence and historical activity,10,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09800,ALT09800,AN24511,2026-08-14 03:30:12,2026-08-14 03:56:12,26,Reviewed authentication logs; checked source IP,4,Yes,Validated detection against SIEM and endpoint evidence.,Potential compromise identified,No
INV09801,ALT09801,AN15959,2026-08-08 04:30:52,2026-08-08 04:57:52,27,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV09802,ALT09802,AN06395,2026-09-06 20:10:11,2026-09-06 20:44:11,34,"Correlated SIEM, firewall and endpoint telemetry",12,Yes,Reviewed authentication logs and source IP.,Likely false positive,Yes
INV09803,ALT09803,AN07549,2026-09-07 19:56:38,2026-09-07 20:42:38,46,Reviewed authentication logs; checked source IP,6,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,No
INV09804,ALT09804,AN01416,2026-08-05 12:33:06,2026-08-05 13:30:06,57,Reviewed endpoint logs; analyzed process tree,3,No,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09805,ALT09805,AN11633,2026-08-03 14:42:33,2026-08-03 14:59:33,17,Checked threat intelligence and historical activity,5,Yes,Validated detection against SIEM and endpoint evidence.,Suspicious activity confirmed,Yes
INV09806,ALT09806,AN06953,2026-08-22 15:07:07,2026-08-22 16:22:07,75,Checked threat intelligence and historical activity,6,Yes,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09807,ALT09807,AN07651,2026-08-25 07:35:58,2026-08-25 08:08:58,33,Checked threat intelligence and historical activity,8,No,Checked endpoint telemetry and correlated network events.,Potential compromise identified,Yes
INV09808,ALT09808,AN07947,2026-08-24 06:30:41,2026-08-24 07:23:41,53,Reviewed authentication logs; checked source IP,4,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV09809,ALT09809,AN01063,2026-09-08 08:42:38,2026-09-08 09:21:38,39,Reviewed authentication logs; checked source IP,2,Yes,Investigated user activity and historical baseline.,Potential compromise identified,Yes
INV09810,ALT09810,AN08718,2026-09-03 09:57:55,2026-09-03 10:24:55,27,Reviewed endpoint logs; analyzed process tree,10,Yes,Investigated user activity and historical baseline.,Likely false positive,No
INV09811,ALT09811,AN08530,2026-09-09 05:57:38,2026-09-09 06:34:38,37,Reviewed authentication logs; checked source IP,10,Yes,Investigated user activity and historical baseline.,Benign activity,No
INV09812,ALT09812,AN04453,2026-08-13 12:19:19,2026-08-13 12:57:19,38,Checked threat intelligence and historical activity,6,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,No
INV09813,ALT09813,AN04096,2026-08-15 15:44:40,2026-08-15 16:42:40,58,"Correlated SIEM, firewall and endpoint telemetry",7,Yes,Validated detection against SIEM and endpoint evidence.,Benign activity,Yes
INV09814,ALT09814,AN10112,2026-08-22 06:09:24,2026-08-22 06:42:24,33,Checked threat intelligence and historical activity,2,Yes,Checked endpoint telemetry and correlated network events.,Suspicious activity confirmed,Yes
INV09815,ALT09815,AN18632,2026-08-31 17:03:50,2026-08-31 17:38:50,35,Reviewed endpoint logs; analyzed process tree,9,Yes,Validated detection against SIEM and endpoint evidence.,Likely false positive,Yes
INV09816,ALT09816,AN13489,2026-09-01 17:22:37,2026-09-01 18:22:37,60,Reviewed authentication logs; checked source IP,10,Yes,Investigated user activity and historical baseline.,Likely false positive,Yes
INV09817,ALT09817,AN02975,2026-08-12 18:10:32,2026-08-12 19:37:32,87,Reviewed endpoint logs; analyzed process tree,8,Yes,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09818,ALT09818,AN10610,2026-08-27 11:28:51,2026-08-27 11:56:51,28,Checked threat intelligence and historical activity,8,Yes,Reviewed authentication logs and source IP.,Benign activity,Yes
INV09819,ALT09819,AN18554,2026-08-10 12:20:47,2026-08-10 13:48:47,88,Reviewed endpoint logs; analyzed process tree,2,Yes,Reviewed authentication logs and source IP.,Potential compromise identified,Yes
INV09820,ALT09820,AN16882,2026-08-02 15:11:49,2026-08-02 16:07:49,56,Reviewed authentication logs; checked source IP,7,No,Checked endpoint telemetry and correlated network events.,Benign activity,Yes
INV09821,ALT09821,AN06400,2026-08-06 19:01:47,2026-08-06 19:25:47,24,Reviewed authentication logs; checked source IP,6,Yes,Investigated user activity and historical baseline.,Suspicious activity confirmed,Yes
INV09822,ALT09822,AN02660,2026-08-17 02:11:32,2026-08-17 03:08:32,57,"Correlated SIEM, firewall and endpoint telemetry",8,Yes,Investigated user activity and historical baseline.,Potential compromise identified,No
INV09823,ALT09823,AN20897,2026-08-23 02:33:22,2026-08-23 03:01:22,28,Reviewed authentication logs; checked source IP,6,No,Investigated user activity and historical baseline.,Benign activity,No
INV09824,ALT09824,AN08196,2026-09-04 02:17:26,2026-09-04 02:50:26,33,Reviewed endpoint logs; analyzed process tree,3,Yes,Reviewed authentication logs and source IP.,Suspicious activity confirmed,Yes
INV09825,ALT09825,AN07646,2026-08-18 00:01:35,2026-08-18 00:52:35,51,Reviewed endpoint logs; analyzed process tree,8,No,Investigated user activity and historical baseline.,Likely false positive,No
