alert_id,external_id,organization_id,asset_id,analyst_id,alert_type,severity,status,created_at,closed_at,closure_time_minutes,investigation_notes,evidence_reviewed,escalated,false_positive,incident_id
ALT13792,SIEM-913792,ORG00816,AST06523,AN03357,Phishing,Medium,Closed,2026-08-29 02:31:00,2026-08-29 02:55:00,24,Validated detection against SIEM and endpoint evidence.,No,Yes,Yes,
ALT13793,SIEM-913793,ORG00579,AST01591,AN01772,Port Scan,Critical,Closed,2026-08-27 08:16:00,2026-08-27 08:32:00,16,Investigated user activity and historical baseline.,Yes,No,No,
ALT13794,SIEM-913794,ORG00353,AST24561,AN16125,Port Scan,Medium,Investigating,2026-08-21 00:46:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13795,SIEM-913795,ORG00898,AST24349,AN04668,Port Scan,High,Open,2026-08-03 19:00:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13796,SIEM-913796,ORG00921,AST23835,AN00269,Port Scan,Low,Open,2026-09-06 09:39:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT13797,SIEM-913797,ORG00803,AST02560,AN06925,Ransomware,Low,Closed,2026-09-03 04:03:00,2026-09-03 04:33:00,30,Validated detection against SIEM and endpoint evidence.,Yes,No,Yes,
ALT13798,SIEM-913798,ORG00124,AST22080,AN05649,Data Exfiltration,High,Closed,2026-08-05 04:09:00,2026-08-05 04:45:00,36,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13799,SIEM-913799,ORG00268,AST01585,AN12798,Port Scan,Medium,Closed,2026-09-05 01:42:00,2026-09-05 02:31:00,49,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13800,SIEM-913800,ORG00509,AST09997,AN10416,Phishing,High,Closed,2026-08-13 15:03:00,2026-08-13 15:42:00,39,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13801,SIEM-913801,ORG00581,AST16795,AN17991,Ransomware,Low,Closed,2026-08-11 05:02:00,2026-08-11 05:38:00,36,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13802,SIEM-913802,ORG00934,AST10716,AN17997,Privilege Escalation,Medium,Closed,2026-09-04 00:43:00,2026-09-04 01:30:00,47,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13803,SIEM-913803,ORG00529,AST18115,AN11505,Port Scan,High,Closed,2026-08-22 01:48:00,2026-08-22 02:02:00,14,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT13804,SIEM-913804,ORG00473,AST08040,AN03106,Privilege Escalation,High,Closed,2026-08-06 19:16:00,2026-08-06 20:13:00,57,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13805,SIEM-913805,ORG00456,AST05441,AN18990,Brute Force,Medium,Closed,2026-08-28 08:45:00,2026-08-28 09:12:00,27,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13806,SIEM-913806,ORG00078,AST21868,AN13093,Brute Force,High,Closed,2026-08-01 03:20:00,2026-08-01 03:35:00,15,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13807,SIEM-913807,ORG00051,AST10996,AN20688,Brute Force,Low,Closed,2026-08-21 08:16:00,2026-08-21 08:27:00,11,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13808,SIEM-913808,ORG00282,AST24353,AN09770,Impossible Travel,High,Closed,2026-08-26 15:21:00,2026-08-26 16:07:00,46,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13809,SIEM-913809,ORG00354,AST09063,AN19354,Malware,Medium,Open,2026-08-27 19:38:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13810,SIEM-913810,ORG00660,AST02887,AN21001,Malware,Medium,Closed,2026-08-01 18:35:00,2026-08-01 19:03:00,28,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13811,SIEM-913811,ORG00170,AST19589,AN01107,Suspicious Login,Medium,Open,2026-08-20 09:57:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13812,SIEM-913812,ORG00914,AST16210,AN19985,Ransomware,High,Closed,2026-08-27 11:38:00,2026-08-27 12:29:00,51,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT13813,SIEM-913813,ORG00495,AST05247,AN15311,Ransomware,Medium,Open,2026-09-04 22:56:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT13814,SIEM-913814,ORG00987,AST13134,AN05248,Suspicious Login,Medium,Closed,2026-08-06 22:07:00,2026-08-06 22:27:00,20,Checked endpoint telemetry and correlated network events.,No,No,Yes,
ALT13815,SIEM-913815,ORG00543,AST20792,AN10143,Malware,Medium,Closed,2026-08-31 01:21:00,2026-08-31 01:33:00,12,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13816,SIEM-913816,ORG00146,AST11017,AN14023,Port Scan,Medium,Closed,2026-09-06 06:10:00,2026-09-06 06:30:00,20,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13817,SIEM-913817,ORG00279,AST11599,AN00495,Phishing,Medium,Investigating,2026-08-29 10:33:00,,,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT13818,SIEM-913818,ORG00220,AST12286,AN15118,Privilege Escalation,Medium,Closed,2026-08-05 13:21:00,2026-08-05 13:40:00,19,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13819,SIEM-913819,ORG00613,AST06076,AN14121,Port Scan,High,Escalated,2026-08-24 20:06:00,,,Reviewed authentication logs and source IP.,No,Yes,Yes,INC13819
ALT13820,SIEM-913820,ORG00682,AST03960,AN03799,Privilege Escalation,Medium,Closed,2026-08-09 21:37:00,2026-08-09 22:06:00,29,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13821,SIEM-913821,ORG00082,AST09129,AN03520,Suspicious Login,Low,Closed,2026-08-01 13:49:00,2026-08-01 13:57:00,8,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13822,SIEM-913822,ORG00790,AST15408,AN13245,Suspicious Login,Medium,Closed,2026-08-12 12:13:00,2026-08-12 12:29:00,16,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT13823,SIEM-913823,ORG00999,AST20463,AN21619,Malware,Low,Closed,2026-08-16 23:16:00,2026-08-17 00:07:00,51,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13824,SIEM-913824,ORG00304,AST10131,AN00190,Anomalous Process,Medium,Investigating,2026-08-22 00:28:00,,,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT13825,SIEM-913825,ORG00285,AST21883,AN20020,Suspicious Login,Medium,Open,2026-08-16 10:19:00,,,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13826,SIEM-913826,ORG00378,AST17521,AN00169,Impossible Travel,Medium,Investigating,2026-08-14 15:43:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT13827,SIEM-913827,ORG00414,AST03451,AN05280,Malware,Medium,Investigating,2026-09-08 08:19:00,,,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13828,SIEM-913828,ORG00018,AST12481,AN02276,Malware,Medium,Closed,2026-09-05 13:44:00,2026-09-05 14:08:00,24,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13829,SIEM-913829,ORG00538,AST16126,AN15551,Malware,Medium,Closed,2026-08-22 07:44:00,2026-08-22 08:05:00,21,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13830,SIEM-913830,ORG00260,AST20955,AN07045,Malware,High,Closed,2026-08-29 12:54:00,2026-08-29 13:41:00,47,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13831,SIEM-913831,ORG00857,AST16356,AN17563,Data Exfiltration,High,Closed,2026-08-02 01:58:00,2026-08-02 02:42:00,44,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13832,SIEM-913832,ORG00413,AST21014,AN18999,Brute Force,Low,Closed,2026-08-12 09:58:00,2026-08-12 10:13:00,15,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13833,SIEM-913833,ORG00227,AST10859,AN01444,Port Scan,Medium,Closed,2026-08-23 13:20:00,2026-08-23 14:03:00,43,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT13834,SIEM-913834,ORG00178,AST18797,AN01790,Suspicious Login,Medium,Closed,2026-09-09 02:04:00,2026-09-09 02:28:00,24,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13835,SIEM-913835,ORG00157,AST15391,AN13618,Phishing,High,Closed,2026-09-05 21:50:00,2026-09-05 22:33:00,43,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT13836,SIEM-913836,ORG00062,AST13681,AN12945,Data Exfiltration,Medium,Closed,2026-08-05 01:13:00,2026-08-05 01:54:00,41,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13837,SIEM-913837,ORG00988,AST23757,AN17924,Anomalous Process,Medium,Closed,2026-08-21 08:53:00,2026-08-21 08:57:00,4,Reviewed alert.,No,No,No,
ALT13838,SIEM-913838,ORG00271,AST18406,AN09966,Brute Force,High,Escalated,2026-08-14 00:06:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC13838
ALT13839,SIEM-913839,ORG00402,AST18449,AN06604,Suspicious Login,Medium,Escalated,2026-09-07 10:21:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC13839
ALT13840,SIEM-913840,ORG00063,AST06666,AN00178,Anomalous Process,Medium,Escalated,2026-08-01 08:17:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC13840
ALT13841,SIEM-913841,ORG00528,AST14233,AN19268,Malware,Medium,Closed,2026-08-04 20:54:00,2026-08-04 21:12:00,18,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13842,SIEM-913842,ORG00307,AST05698,AN06526,Ransomware,Medium,Escalated,2026-08-18 05:48:00,,,Validated detection against SIEM and endpoint evidence.,No,Yes,Yes,INC13842
ALT13843,SIEM-913843,ORG00326,AST01502,AN08745,Brute Force,Medium,Closed,2026-08-31 02:38:00,2026-08-31 02:50:00,12,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,
ALT13844,SIEM-913844,ORG00553,AST19698,AN05692,Brute Force,High,Closed,2026-09-09 22:36:00,2026-09-09 23:30:00,54,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13845,SIEM-913845,ORG00514,AST10307,AN21472,Port Scan,Medium,Closed,2026-08-23 14:47:00,2026-08-23 15:06:00,19,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13846,SIEM-913846,ORG00809,AST06165,AN22167,Port Scan,Medium,Closed,2026-08-29 04:29:00,2026-08-29 04:37:00,8,Validated detection against SIEM and endpoint evidence.,Yes,No,Yes,
ALT13847,SIEM-913847,ORG00907,AST12294,AN09203,Privilege Escalation,Low,Closed,2026-08-27 06:26:00,2026-08-27 06:35:00,9,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13848,SIEM-913848,ORG00185,AST05735,AN14719,Port Scan,High,Investigating,2026-08-26 08:57:00,,,Investigated user activity and historical baseline.,Yes,No,No,
ALT13849,SIEM-913849,ORG00751,AST17700,AN16018,Anomalous Process,High,Investigating,2026-09-06 04:29:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT13850,SIEM-913850,ORG00492,AST18384,AN03558,Data Exfiltration,Low,Closed,2026-08-26 16:50:00,2026-08-26 17:14:00,24,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13851,SIEM-913851,ORG00556,AST24228,AN15668,Suspicious Login,High,Closed,2026-08-20 14:41:00,2026-08-20 15:17:00,36,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13852,SIEM-913852,ORG00689,AST04555,AN13821,Phishing,Medium,Closed,2026-08-22 23:37:00,2026-08-23 00:13:00,36,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13853,SIEM-913853,ORG00315,AST12049,AN09179,Impossible Travel,Medium,Escalated,2026-08-03 04:44:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC13853
ALT13854,SIEM-913854,ORG00790,AST20935,AN23500,Suspicious Login,Medium,Closed,2026-08-12 11:31:00,2026-08-12 12:05:00,34,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13855,SIEM-913855,ORG00184,AST02273,AN14174,Data Exfiltration,Low,Closed,2026-08-06 10:14:00,2026-08-06 10:53:00,39,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13856,SIEM-913856,ORG00908,AST21730,AN14599,Malware,High,Closed,2026-09-07 19:54:00,2026-09-07 20:10:00,16,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13857,SIEM-913857,ORG00319,AST17176,AN08203,Port Scan,Medium,Escalated,2026-08-03 14:39:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC13857
ALT13858,SIEM-913858,ORG00546,AST11058,AN19606,Phishing,Low,Escalated,2026-09-06 20:27:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,INC13858
ALT13859,SIEM-913859,ORG00026,AST10341,AN01021,Phishing,Medium,Closed,2026-08-28 13:07:00,2026-08-28 13:45:00,38,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13860,SIEM-913860,ORG00749,AST11314,AN01405,Data Exfiltration,Low,Closed,2026-08-04 07:14:00,2026-08-04 07:50:00,36,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13861,SIEM-913861,ORG00816,AST12528,AN07493,Phishing,Medium,Closed,2026-08-17 14:31:00,2026-08-17 15:01:00,30,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT13862,SIEM-913862,ORG00004,AST21955,AN14134,Phishing,Low,Closed,2026-08-03 08:35:00,2026-08-03 09:00:00,25,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT13863,SIEM-913863,ORG00766,AST03877,AN04590,Anomalous Process,Low,Closed,2026-08-20 03:12:00,2026-08-20 03:18:00,6,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT13864,SIEM-913864,ORG00052,AST21662,AN10250,Data Exfiltration,High,Escalated,2026-08-18 17:32:00,,,Investigated user activity and historical baseline.,Yes,Yes,Yes,INC13864
ALT13865,SIEM-913865,ORG00411,AST21087,AN13464,Anomalous Process,Low,Closed,2026-08-04 14:36:00,2026-08-04 14:54:00,18,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT13866,SIEM-913866,ORG00295,AST03969,AN12614,Brute Force,Medium,Escalated,2026-08-02 20:44:00,,,Reviewed authentication logs and source IP.,No,Yes,No,INC13866
ALT13867,SIEM-913867,ORG00986,AST07620,AN05409,Port Scan,Low,Closed,2026-09-05 16:08:00,2026-09-05 17:09:00,61,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13868,SIEM-913868,ORG00982,AST11367,AN15279,Phishing,Medium,Closed,2026-09-06 20:10:00,2026-09-06 21:27:00,77,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13869,SIEM-913869,ORG00619,AST11422,AN05265,Port Scan,Low,Escalated,2026-09-02 14:32:00,,,Investigated user activity and historical baseline.,Yes,Yes,No,INC13869
ALT13870,SIEM-913870,ORG00871,AST13038,AN06196,Suspicious Login,Low,Closed,2026-08-03 11:39:00,2026-08-03 11:52:00,13,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT13871,SIEM-913871,ORG00294,AST05427,AN12946,Ransomware,Low,Open,2026-09-04 03:46:00,,,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT13872,SIEM-913872,ORG00213,AST09641,AN24707,Malware,Medium,Escalated,2026-09-02 07:30:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC13872
ALT13873,SIEM-913873,ORG00922,AST20649,AN15901,Impossible Travel,High,Closed,2026-08-12 22:32:00,2026-08-12 23:06:00,34,Reviewed authentication logs and source IP.,No,Yes,No,
ALT13874,SIEM-913874,ORG00432,AST11815,AN11138,Malware,Medium,Closed,2026-08-10 10:53:00,2026-08-10 11:33:00,40,Investigated user activity and historical baseline.,Yes,Yes,No,
ALT13875,SIEM-913875,ORG00416,AST23299,AN14587,Anomalous Process,Medium,Closed,2026-09-03 04:58:00,2026-09-03 05:21:00,23,Checked endpoint telemetry and correlated network events.,Yes,Yes,Yes,
ALT13876,SIEM-913876,ORG00007,AST07378,AN04230,Data Exfiltration,Low,Closed,2026-08-13 23:41:00,2026-08-14 00:13:00,32,Validated detection against SIEM and endpoint evidence.,No,No,No,
ALT13877,SIEM-913877,ORG00270,AST07262,AN06659,Suspicious Login,High,Closed,2026-08-12 18:52:00,2026-08-12 19:30:00,38,Investigated user activity and historical baseline.,No,No,Yes,
ALT13878,SIEM-913878,ORG00223,AST15231,AN16781,Ransomware,Medium,Closed,2026-08-09 02:47:00,2026-08-09 03:02:00,15,Investigated user activity and historical baseline.,Yes,No,No,
ALT13879,SIEM-913879,ORG00272,AST15639,AN16982,Data Exfiltration,High,Investigating,2026-08-03 06:17:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13880,SIEM-913880,ORG00607,AST08756,AN14624,Brute Force,Medium,Closed,2026-08-21 08:41:00,2026-08-21 10:04:00,83,Checked endpoint telemetry and correlated network events.,No,Yes,Yes,
ALT13881,SIEM-913881,ORG00622,AST20364,AN23896,Phishing,High,Investigating,2026-08-15 13:45:00,,,Reviewed authentication logs and source IP.,No,Yes,No,
ALT13882,SIEM-913882,ORG00111,AST13005,AN02539,Brute Force,Medium,Closed,2026-08-12 05:25:00,2026-08-12 05:43:00,18,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13883,SIEM-913883,ORG00289,AST15129,AN20480,Privilege Escalation,Critical,Closed,2026-08-03 05:24:00,2026-08-03 05:41:00,17,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13884,SIEM-913884,ORG00817,AST21108,AN05315,Impossible Travel,High,Escalated,2026-09-06 04:27:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,INC13884
ALT13885,SIEM-913885,ORG00129,AST17100,AN01825,Anomalous Process,Medium,Closed,2026-08-18 19:05:00,2026-08-18 19:19:00,14,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT13886,SIEM-913886,ORG00253,AST13652,AN20500,Anomalous Process,Medium,Closed,2026-08-02 04:58:00,2026-08-02 05:47:00,49,Reviewed authentication logs and source IP.,Yes,Yes,No,
ALT13887,SIEM-913887,ORG00610,AST22009,AN18137,Anomalous Process,Medium,Closed,2026-08-30 05:34:00,2026-08-30 05:59:00,25,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13888,SIEM-913888,ORG00888,AST20230,AN24635,Ransomware,Low,Closed,2026-08-01 00:38:00,2026-08-01 01:20:00,42,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13889,SIEM-913889,ORG00625,AST20031,AN04934,Malware,Low,Closed,2026-09-08 07:07:00,2026-09-08 07:22:00,15,Investigated user activity and historical baseline.,No,Yes,Yes,
ALT13890,SIEM-913890,ORG00339,AST05435,AN10067,Data Exfiltration,Medium,Closed,2026-08-14 03:07:00,2026-08-14 03:15:00,8,Reviewed authentication logs and source IP.,No,No,Yes,
ALT13891,SIEM-913891,ORG00606,AST03808,AN09650,Phishing,Medium,Escalated,2026-08-04 22:10:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,INC13891
ALT13892,SIEM-913892,ORG00729,AST09087,AN05731,Anomalous Process,High,Closed,2026-09-04 06:32:00,2026-09-04 06:43:00,11,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT13893,SIEM-913893,ORG00043,AST03631,AN14138,Anomalous Process,Low,Escalated,2026-08-18 18:25:00,,,Checked endpoint telemetry and correlated network events.,No,Yes,No,INC13893
ALT13894,SIEM-913894,ORG00181,AST02346,AN18445,Port Scan,Medium,Closed,2026-09-02 08:37:00,2026-09-02 08:51:00,14,Investigated user activity and historical baseline.,Yes,No,Yes,
ALT13895,SIEM-913895,ORG00959,AST08813,AN23270,Privilege Escalation,High,Open,2026-08-26 03:04:00,,,Investigated user activity and historical baseline.,Yes,No,No,
ALT13896,SIEM-913896,ORG00221,AST02888,AN24453,Data Exfiltration,Medium,Open,2026-08-30 01:42:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13897,SIEM-913897,ORG00978,AST14556,AN06809,Port Scan,Low,Closed,2026-09-02 06:02:00,2026-09-02 06:43:00,41,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13898,SIEM-913898,ORG00957,AST20396,AN12618,Suspicious Login,Low,Escalated,2026-08-17 01:04:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,Yes,INC13898
ALT13899,SIEM-913899,ORG00604,AST06812,AN04417,Impossible Travel,Medium,Closed,2026-09-07 21:10:00,2026-09-07 21:35:00,25,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT13900,SIEM-913900,ORG00724,AST23942,AN13456,Port Scan,Low,Closed,2026-08-29 10:54:00,2026-08-29 11:21:00,27,Reviewed authentication logs and source IP.,No,Yes,No,
ALT13901,SIEM-913901,ORG00125,AST02543,AN18715,Data Exfiltration,Medium,Closed,2026-09-07 05:37:00,2026-09-07 05:47:00,10,Reviewed authentication logs and source IP.,No,No,Yes,
ALT13902,SIEM-913902,ORG00054,AST01539,AN19998,Phishing,Low,Closed,2026-08-29 20:09:00,2026-08-29 20:37:00,28,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13903,SIEM-913903,ORG00743,AST23182,AN15500,Brute Force,High,Closed,2026-08-12 20:56:00,2026-08-12 21:02:00,6,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13904,SIEM-913904,ORG00529,AST17370,AN07408,Privilege Escalation,Medium,Investigating,2026-09-03 11:10:00,,,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13905,SIEM-913905,ORG00526,AST23580,AN16742,Anomalous Process,Low,Closed,2026-08-02 18:10:00,2026-08-02 19:30:00,80,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13906,SIEM-913906,ORG00622,AST22559,AN15138,Impossible Travel,Low,Closed,2026-08-03 17:49:00,2026-08-03 18:29:00,40,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13907,SIEM-913907,ORG00086,AST14608,AN20145,Brute Force,High,Closed,2026-09-02 19:16:00,2026-09-02 19:44:00,28,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13908,SIEM-913908,ORG00377,AST21120,AN20581,Anomalous Process,High,Closed,2026-09-04 04:16:00,2026-09-04 04:39:00,23,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13909,SIEM-913909,ORG00072,AST19573,AN10403,Port Scan,Low,Closed,2026-08-10 21:30:00,2026-08-10 21:40:00,10,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13910,SIEM-913910,ORG00617,AST01223,AN04962,Ransomware,Medium,Open,2026-09-02 21:00:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13911,SIEM-913911,ORG00612,AST00005,AN24108,Privilege Escalation,Medium,Closed,2026-08-29 04:26:00,2026-08-29 04:48:00,22,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT13912,SIEM-913912,ORG00164,AST16441,AN21482,Port Scan,Critical,Closed,2026-08-05 05:34:00,2026-08-05 06:02:00,28,Checked endpoint telemetry and correlated network events.,No,No,No,
ALT13913,SIEM-913913,ORG00112,AST15825,AN05697,Ransomware,Medium,Closed,2026-08-17 17:00:00,2026-08-17 17:42:00,42,Validated detection against SIEM and endpoint evidence.,Yes,No,No,
ALT13914,SIEM-913914,ORG00722,AST18768,AN21512,Privilege Escalation,High,Closed,2026-08-10 02:01:00,2026-08-10 03:19:00,78,Reviewed authentication logs and source IP.,No,Yes,No,
ALT13915,SIEM-913915,ORG00563,AST19106,AN10273,Phishing,Medium,Closed,2026-08-22 15:14:00,2026-08-22 15:48:00,34,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13916,SIEM-913916,ORG00298,AST10237,AN07316,Ransomware,Medium,Escalated,2026-08-15 07:05:00,,,Checked endpoint telemetry and correlated network events.,No,Yes,No,INC13916
ALT13917,SIEM-913917,ORG00202,AST20044,AN07754,Malware,High,Investigating,2026-09-01 07:07:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13918,SIEM-913918,ORG00281,AST17606,AN01025,Suspicious Login,Medium,Investigating,2026-08-05 08:36:00,,,Investigated user activity and historical baseline.,Yes,No,No,
ALT13919,SIEM-913919,ORG00763,AST02154,AN13627,Suspicious Login,Critical,Closed,2026-08-24 00:20:00,2026-08-24 00:34:00,14,Reviewed authentication logs and source IP.,No,No,No,
ALT13920,SIEM-913920,ORG00892,AST15540,AN05978,Port Scan,High,Closed,2026-08-20 18:50:00,2026-08-20 21:09:00,139,Investigated user activity and historical baseline.,No,No,Yes,
ALT13921,SIEM-913921,ORG00067,AST11052,AN16140,Port Scan,Medium,Closed,2026-08-08 20:00:00,2026-08-08 20:27:00,27,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
ALT13922,SIEM-913922,ORG00350,AST17171,AN09939,Brute Force,Low,Closed,2026-09-02 23:37:00,2026-09-03 00:23:00,46,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13923,SIEM-913923,ORG00174,AST02637,AN19945,Anomalous Process,Low,Closed,2026-08-03 19:40:00,2026-08-03 20:58:00,78,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT13924,SIEM-913924,ORG00054,AST00981,AN16433,Data Exfiltration,High,Closed,2026-08-12 17:12:00,2026-08-12 18:32:00,80,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13925,SIEM-913925,ORG00755,AST02107,AN16575,Phishing,Low,Closed,2026-08-16 07:40:00,2026-08-16 07:56:00,16,Checked endpoint telemetry and correlated network events.,Yes,No,No,
ALT13926,SIEM-913926,ORG00361,AST16521,AN00683,Data Exfiltration,Critical,Closed,2026-08-27 01:11:00,2026-08-27 01:49:00,38,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13927,SIEM-913927,ORG00778,AST03334,AN09364,Brute Force,Medium,Closed,2026-08-12 13:27:00,2026-08-12 13:51:00,24,Validated detection against SIEM and endpoint evidence.,No,Yes,No,
ALT13928,SIEM-913928,ORG00797,AST07618,AN00984,Privilege Escalation,Medium,Closed,2026-08-12 15:57:00,2026-08-12 16:37:00,40,Checked endpoint telemetry and correlated network events.,No,Yes,No,
ALT13929,SIEM-913929,ORG00360,AST15776,AN09135,Impossible Travel,Critical,Closed,2026-08-27 05:16:00,2026-08-27 05:26:00,10,Reviewed authentication logs and source IP.,Yes,No,No,
ALT13930,SIEM-913930,ORG00432,AST24381,AN10607,Data Exfiltration,Low,Closed,2026-09-06 20:08:00,2026-09-06 20:45:00,37,Reviewed authentication logs and source IP.,No,No,No,
ALT13931,SIEM-913931,ORG00894,AST16886,AN23546,Impossible Travel,High,Escalated,2026-08-26 15:14:00,,,Reviewed authentication logs and source IP.,Yes,Yes,No,INC13931
ALT13932,SIEM-913932,ORG00797,AST00356,AN21388,Anomalous Process,Medium,Closed,2026-09-09 07:28:00,2026-09-09 07:53:00,25,Checked endpoint telemetry and correlated network events.,Yes,No,Yes,
ALT13933,SIEM-913933,ORG00242,AST10634,AN18725,Phishing,Critical,Open,2026-09-05 14:46:00,,,Validated detection against SIEM and endpoint evidence.,Yes,Yes,No,
ALT13934,SIEM-913934,ORG00570,AST03202,AN06854,Impossible Travel,Critical,Open,2026-08-29 04:57:00,,,Checked endpoint telemetry and correlated network events.,Yes,Yes,No,
